"","990
011","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
013","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis","Course Total","28","",".",".",".",".",".",".",".","78.6","",".",".","",".","21.4",".",".",".","."
"912
SPANISH","Dept. Total","1513","3.557","58.4","15.2","14.4","4.1","4.6","0.6","0.4","1.5","",".",".","",".","0.4","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.024","31.0","17.9","21.4","9.5","15.5",".","4.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","","433","3.544","56.4","15.9","16.9","5.3","4.6","0.7","0.2",".","",".",".","",".",".",".",".",".","."
"Junior","","438","3.609","62.3","16.2","12.3","3.9","3.7","0.9",".","0.2","",".",".","",".",".","0.5",".",".","."
"Senior","","490","3.599","62.2","15.1","14.7","2.9","4.3","0.4","0.2",".","",".",".","",".",".","0.2",".",".","."
"Undergraduates","","1445","3.547","58.7","15.8","15.0","4.3","4.8","0.6","0.4","0.1","",".",".","",".",".","0.2",".",".","."
"Special","","8","3.850","62.5",".","12.5",".",".",".",".",".","",".",".","",".",".",".",".","25.0","."
"Graduate","","55","4.000","47.3",".",".",".",".",".",".","40.0","",".",".","",".","10.9",".",".","1.8","."
"Prof Yr 3","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1513","3.557","58.4","15.2","14.4","4.1","4.6","0.6","0.4","1.5","",".",".","",".","0.4","0.2",".","0.2","."
