"","999
033","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
034","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
038","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading & Rsch","Course Total","18","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"544
L I S","Dept. Total","2354","3.808","79.2","10.3","4.4","2.0","1.3","0.6","0.5","0.3","",".","0.7","0.0","0.1","0.3","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.681","71.4","17.1","5.7",".","2.9",".","2.9",".","",".",".",".",".",".",".",".","."
"Sophomore","","247","3.789","78.5","10.1","6.1","2.4","1.6",".","0.8",".","",".",".",".",".","0.4",".",".","."
"Junior","","466","3.759","77.9","9.9","5.2","3.0","1.9","1.3","0.6",".","",".",".",".",".","0.2",".",".","."
"Senior","","724","3.752","76.9","10.4","6.2","2.6","2.1","1.1","0.6",".","",".",".",".",".",".","0.1",".","."
"Undergraduates","","1472","3.759","77.4","10.3","5.8","2.6","2.0","1.0","0.7",".","",".",".",".",".","0.1","0.1",".","."
"Special","","30","3.933","43.3","6.7",".",".",".",".",".","20.0","",".",".",".",".",".","3.3","26.7","."
"Graduate","","851","3.900","83.5","10.3","2.0","0.8","0.2",".","0.1","0.2","",".","1.9","0.1","0.2","0.5",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","2354","3.808","79.2","10.3","4.4","2.0","1.3","0.6","0.5","0.3","",".","0.7","0.0","0.1","0.3","0.1","0.3","."
