"Roman Drama","520
001","","17","3.765","58.8","35.3","5.9",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"","890
041","","2","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","890
042","","1","***","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Individual Research Thesis","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","Dept. Total","","62","3.744","62.9","22.6","6.5","",".","3.2","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","20","3.671","60.0","25.0","10.0","",".","5.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.750","87.5",".",".","",".","12.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","12","3.767","66.7","16.7","16.7","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","45","3.713","64.4","22.2","8.9","",".","4.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","15","3.885","60.0","20.0",".","",".",".","",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","62","3.744","62.9","22.6","6.5","",".","3.2","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
