"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","Dept. Total","382","3.639","48.2","22.3","8.1","4.7","1.6","",".","0.3","10.5","",".",".","",".","0.3","1.3",".","2.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.297","33.3","21.2","18.2","18.2","6.1","",".",".",".","",".",".","",".",".","3.0",".",".","."
"Sophomore","","119","3.648","53.8","28.6","11.8","2.5","2.5","",".",".",".","",".",".","",".",".","0.8",".",".","."
"Junior","","81","3.599","53.1","28.4","9.9","7.4",".","",".","1.2",".","",".",".","",".",".",".",".",".","."
"Senior","","83","3.765","67.5","24.1","3.6","3.6","1.2","",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","316","3.631","55.1","26.6","9.8","5.7","1.9","",".","0.3",".","",".",".","",".",".","0.6",".",".","."
"Special","","44","3.500",".","2.3",".",".",".","",".",".","72.7","",".",".","",".",".",".",".","25.0","."
"Graduate","","22","4.000","45.5",".",".",".",".","",".",".","36.4","",".",".","",".","4.5","13.6",".",".","."
"","Dept. Total","382","3.639","48.2","22.3","8.1","4.7","1.6","",".","0.3","10.5","",".",".","",".","0.3","1.3",".","2.9","."
