"ANIMAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","",""
"Biol&Apprec-Companion Anmls
200","001","","119","3.140","34.5","17.6","14.3","12.6","11.8","3.4","1.7","2.5",".",".",".",".","1.7",".",".","."
"299","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","025","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","20","3.974","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comparative Animal Nutrition
311","001","","34","3.061","20.6","26.5","17.6","20.6","5.9","5.9",".","2.9",".",".",".",".",".",".",".","."
"Animal Health & Disease
320","001","","91","3.567","58.2","15.4","17.6","4.4",".","2.2","1.1","1.1",".",".",".",".",".",".",".","."
"Food Laws and Regulations
321","001","","12","3.792","75.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Microbiome-Plants/Anmls/Humans
335","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Digital Tech Animal Monitoring
344","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Animal & Vet Genetics
361","001","","53","2.943","20.8","18.9","22.6","11.3","24.5",".","1.9",".",".",".",".",".",".",".",".","."
"Veterinary Genetics
362","001","","39","3.128","20.5","25.6","30.8","10.3","10.3","2.6",".",".",".",".",".",".",".",".",".","."
"Principles of Animal Breeding
363","001","","20","3.250","20.0","30.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Animal Physiology
373","001","","45","3.156","35.6","11.1","26.7","2.2","24.4",".",".",".",".",".",".",".",".",".",".","."
"375","005","","24","3.646","79.2",".",".","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"375","006","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","34","3.750","85.3",".",".","8.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"399","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Microbiomes of Animal Systems
420","001","","18","3.250","33.3","11.1","27.8","27.8",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Ag & Sustainable Devel
472","001","","15","3.500","46.7","13.3","26.7",".","6.7",".",".",".",".",".",".",".","6.7",".",".","."
"Commercial Meat Processing
515","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Ornithology
520","001","","9","3.167","22.2","11.1","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"521","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"521","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"521","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Senior Honor Thesis
681","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
