"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","Dept. Total","1394","3.869","88.6","6.1","2.4","0.9","0.6","0.4","0.9","",".","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","174","3.859","87.4","7.5","2.9","0.6","1.1",".","0.6","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","417","3.869","87.8","6.5","2.9","1.0","0.5","0.7","0.5","",".","",".",".","",".","",".",".","0.2",".","."
"Junior","","426","3.894","89.7","5.9","1.9","0.7","0.5","0.5","0.7","",".","",".",".","",".","",".","0.2",".",".","."
"Senior","","370","3.844","89.2","5.1","2.2","1.1","0.3","0.3","1.6","",".","",".",".","",".","",".","0.3",".",".","."
"Undergraduates","","1387","3.870","88.7","6.1","2.4","0.9","0.5","0.4","0.9","",".","",".",".","",".","",".","0.1","0.1",".","."
"Special","","6","3.583","66.7","16.7",".",".","16.7",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1394","3.869","88.6","6.1","2.4","0.9","0.6","0.4","0.9","",".","",".",".","",".","",".","0.1","0.1",".","."
