"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"980","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","067","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","076","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","081","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","083","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","087","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","091","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","093","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Review of Current Res","Course Total","","176","3.983","96.6","1.1",".",".","0.6",".",".",".",".",".",".",".",".",".","1.7","."
"990","001","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","002","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","010","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","15","",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".",".",".","."
"990","015","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","017","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","030","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","032","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","033","","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 208 of 480",""
