"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"567","163","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"567","220","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"568","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"568","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ensemble-Percussion","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","071","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"569","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"569","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Univ Symphony Orchestra
570","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Ensmbl-Classical Guitar
572","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Wind Ensemble
574","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concert Band
576","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Chorale
577","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Concert Choir
578","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Chorus
59","001","","37","3.958","91.9","2.7","2.7",".",".",".",".","2.7",".",".",".",".",".",".",".","."
"60","001","","101","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"60","002","","63","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"All-Univ String Orchestra","Course Total","","164","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Music Resrch Mthds & Matls
619","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Univ Symphony Orchestra
62","001","","66","3.955","93.9","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Conducting Lab
632","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Piano Pedagogy Workshop
752","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Vocal Literature
792","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Instrumental Literature","Course Total","","3","***","","","","","","","","","","","","","","","",""
"799","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","","19","3.933","78.9","10.5",".",".",".",".",".",".",".",".",".",".","10.5",".",".","."
"Historical Music Theories 2
822","001","","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 308 of 480",""
