"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","Dept. Total","632","3.716","58.7","27.1","11.9","1.6","0.2","",".","",".","0.3","",".",".","",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","56","3.781","83.9","5.4","3.6",".",".","",".","",".",".","",".",".","",".","",".",".","7.1",".","."
"Sophomore","","247","3.951","93.1","4.5",".",".",".","",".","",".",".","",".",".","",".","",".",".","2.4",".","."
"Junior","","216","3.565","74.1","13.9","9.7","1.4",".","",".","",".",".","",".",".","",".","",".",".","0.9",".","."
"Senior","","395","3.669","53.7","30.6","13.2","1.8","0.3","",".","",".",".","",".",".","",".","",".","0.5",".",".","."
"Undergraduates","","914","3.709","71.0","18.1","8.2","1.1","0.1","",".","",".",".","",".",".","",".","",".","0.2","1.3",".","."
"Special","","4","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","26","3.871","76.9","23.1",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","944","3.716","71.1","18.1","7.9","1.1","0.1","",".","",".","0.2","",".",".","",".","",".","0.2","1.3",".","."
