"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","106
001","805","",".",".",".",".",".",".",".","0.2",".","98.9","0.7",".",".","0.1",".","."
"","106
100","20","",".",".",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".","."
"Skills for Business Analysis","Course Total","825","",".",".",".",".",".",".",".","0.2",".","98.7","1.0",".",".","0.1",".","."
"Pers & Prof Foundation in Bus","110
100","18","3.472","55.6","16.7","11.1",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Data Analysis for Business I","206
100","44","3.000","15.9","20.5","31.8","20.5","9.1",".","2.3",".",".",".",".",".",".",".",".","."
"Data Analysis for Business II","207
100","41","3.280","29.3","31.7","22.0","9.8","2.4","4.9",".",".",".",".",".",".",".",".",".","."
"Human-centered Design/Business","240
002","14","3.464","28.6","42.9","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Sustainable Capitalism","250
001","48","2.848","29.2","6.3","25.0","10.4","12.5","8.3","4.2","4.2",".",".",".",".",".",".",".","."
"","301
001","390","3.058","16.9","24.1","29.5","15.1","13.6","0.3","0.5",".",".",".",".",".",".",".",".","."
"","301
100","24","2.896","12.5","25.0","25.0","20.8","12.5",".","4.2",".",".",".",".",".",".",".",".","."
"Business Law","Course Total","414","3.048","16.7","24.2","29.2","15.5","13.5","0.2","0.7",".",".",".",".",".",".",".",".","."
"","302
001","33","3.727","69.7","12.1","12.1","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","21","3.833","71.4","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","54","3.769","70.4","16.7","9.3","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","306
001","100","3.330","40.0","14.0","25.0","14.0","7.0",".",".",".",".",".",".",".",".",".",".","."
"","306
002","101","3.233","30.7","18.8","27.7","13.9","7.9","1.0",".",".",".",".",".",".",".",".",".","."
"","306
003","103","3.126","28.2","11.7","33.0","15.5","9.7","1.9",".",".",".",".",".",".",".",".",".","."
"","306
004","93","3.141","28.0","15.1","28.0","17.2","9.7",".","1.1",".",".",".",".",".","1.1",".",".","."
"Business Analytics I","Course Total","397","3.208","31.7","14.9","28.5","15.1","8.6","0.8","0.3",".",".",".",".",".","0.3",".",".","."
"","307
001","109","3.399","33.9","26.6","28.4","7.3","3.7",".",".",".",".",".",".",".",".",".",".","."
"","307
002","106","3.175","19.8","28.3","29.2","16.0","5.7",".","0.9",".",".",".",".",".",".",".",".","."
"","307
003","109","3.349","30.3","43.1","10.1","8.3","4.6","2.8","0.9",".",".",".",".",".",".",".",".","."
"","307
004","106","3.392","35.8","34.0","12.3","12.3","3.8","1.9",".",".",".",".",".",".",".",".",".","."
"","307
005","54","3.213","27.8","29.6","25.9","5.6","7.4",".","3.7",".",".",".",".",".",".",".",".","."
"Business Analytics II","Course Total","484","3.316","29.8","32.6","20.7","10.3","4.8","1.0","0.8",".",".",".",".",".",".",".",".","."
"Cloud Based Business Analytics","308
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Acctg&Finance - Non-Bus Majors","310
001","263","3.109","23.2","18.3","24.0","20.2","9.9","0.4","0.4","3.8",".",".",".",".",".",".",".","."
"","311
001","84","3.262","27.4","39.3","15.5","8.3","4.8","2.4","2.4",".",".",".",".",".",".",".",".","."
"","311
002","83","3.283","13.3","54.2","18.1","9.6","2.4","2.4",".",".",".",".",".",".",".",".",".","."
"","311
003","82","3.000","20.7","32.9","19.5","6.1","11.0","2.4","6.1","1.2",".",".",".",".",".",".",".","."
"","311
004","84","3.292","25.0","35.7","23.8","6.0","8.3","1.2",".",".",".",".",".",".",".",".",".","."
"Mgmt & Mrktg Non-Bus Majors","Course Total","333","3.211","21.6","40.5","19.2","7.5","6.6","2.1","2.1","0.3",".",".",".",".",".",".",".","."
"Math Business Analytics","317
001","19","3.421","36.8","26.3","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Intercultural Communctn in Bus","320
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","360
001","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
003","21","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
004","19","3.605","31.6","63.2",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","360
005","19","3.737","52.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
006","18","3.556","27.8","61.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","360
008","22","3.886","81.8","13.6","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
009","17","3.676","41.2","52.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 49 of 480"
