"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"990","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","078","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","118","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","200","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","227","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","261","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","262","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","268","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","270","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","299","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","47","",".",".",".",".",".",".",".","93.6",".",".",".","6.4",".",".",".","."
"992","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"992","004","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","005","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"992","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"992","009","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar","Course Total","","73","3.995","98.6","1.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Statistical Consulting
998","001","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
