"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","990
174","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","53","",".",".",".",".",".",".",".","96.2",".",".",".","3.8",".",".",".","."
"266
COMP SCI","Dept. Total","9818","3.374","41.5","19.8","18.7","6.8","4.3","2.2","1.0","3.3","0.0","1.7","0.1","0.1","0.2","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","326","3.031","23.0","21.8","27.6","12.0","7.7","5.5","1.8",".",".",".",".",".","0.6",".",".","."
"Sophomore","","1664","3.291","35.9","21.2","26.2","6.8","4.2","2.8","1.2",".","0.1","1.3","0.1",".","0.3",".",".","."
"Junior","","2712","3.322","36.6","21.6","22.6","8.1","4.9","2.0","1.1","0.1",".","2.2","0.2",".","0.4","0.0",".","."
"Senior","","3697","3.384","44.9","20.4","16.5","7.1","5.0","2.4","0.9","0.1",".","2.2","0.1","0.2","0.1","0.0",".","."
"Undergraduates","","8399","3.332","39.6","21.0","20.8","7.6","4.9","2.5","1.1","0.0","0.0","1.9","0.1","0.1","0.3","0.0",".","."
"Special","","173","3.378","47.4","22.0","8.7","9.8","4.6","1.7","2.9",".",".",".","1.7",".",".","0.6","0.6","."
"Graduate","","1248","3.785","53.8","11.5","5.6","1.4","0.2","0.2","0.3","25.8",".","0.6",".","0.4","0.1","0.1","0.2","."
"","Dept. Total","9820","3.374","41.5","19.8","18.7","6.8","4.3","2.2","1.0","3.3","0.0","1.7","0.1","0.1","0.2","0.0","0.0","."
