"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","Dept. Total","","97","3.505","41.2","19.6","17.5","2.1","3.1","",".","",".","13.4","",".",".","",".","2.1","1.0",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","","9","3.258","22.2","22.2","44.4","11.1",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","","39","3.549","51.3","17.9","23.1","2.6","5.1","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","","50","3.490","48.0","18.0","26.0","4.0","4.0","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","","46","3.561","34.8","21.7","6.5",".","2.2","",".","",".","28.3","",".",".","",".","4.3","2.2",".",".","."
"","Dept. Total","","97","3.505","41.2","19.6","17.5","2.1","3.1","",".","",".","13.4","",".",".","",".","2.1","1.0",".",".","."
