"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Introduction to Textile Design","101","001","","16","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"What is Design?","123","001","","47","3.739","70.2","19.1","2.1","2.1","2.1","2.1",".","2.1",".",".",".",".",".",".",".","."
"Vis Thinking - Form and Space","140","001","","73","3.788","82.2","5.5","8.2","1.4",".","2.7",".",".",".",".",".",".",".",".",".","."
"Vis Thinking- Pixels & Pencils","150","001","","30","3.833","70.0","26.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sewn Construction II","154","001","","32","3.922","90.6","3.1","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Design: Fundamentals II","220","001","","65","3.862","78.5","15.4","6.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","225","001","","15","3.679","66.7","6.7","6.7","13.3",".",".",".",".",".",".",".",".","6.7",".",".","."
"","225","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Apparel Design I","","Course Total","","20","3.579","60.0","10.0","10.0","10.0","5.0",".",".",".",".",".",".",".","5.0",".",".","."
"Textile Dsgn:Print & Dye I","227","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Embellishment I","228","001","","15","3.833","80.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229","001","","10","3.600","90.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Human-centered Design/Business","240","002","","9","2.889",".","11.1","55.6","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","242","001","","16","3.594","56.3","12.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","242","002","","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Visual Communication II","","Course Total","","32","3.703","62.5","18.8","15.6","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Science","251","001","","43","3.895","90.7","2.3","2.3","4.7",".",".",".",".",".",".",".",".",".",".",".","."
"Dimensions-Material Culture","264","001","","18","3.733","44.4","33.3","5.6",".",".",".",".","5.6",".",".",".",".","5.6",".","5.6","."
"Interior Design II","322","001","","32","3.922","84.4","15.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Design Thinking","341","001","","30","3.817","80.0","13.3",".","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"","361","00A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","361","00B","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Design-Related Intl Experience","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","401","00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","00B","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","00C","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","00D","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FIT Accessories Design","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","405","00A","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","00B","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","00C","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","00D","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"FIT Fashion Design","","Course Total","","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hist of Arch. & Interiors II","422","001","","32","3.984","96.9","3.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Embellishment II","428","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Textile Design: Weaving II","429","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Color Theory and Technology","451","001","","34","3.765","82.4","2.9","8.8","2.9",".","2.9",".",".",".",".",".",".",".",".",".","."
"","501","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501","003","","17","3.594","52.9","11.8","23.5","5.9",".",".",".",".",".",".",".",".","5.9",".",".","."
"Special Topics","","Course Total","","24","3.717","66.7","8.3","16.7","4.2",".",".",".",".",".",".",".",".","4.2",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","","Page 168 of 480",""
