"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","302
002","18","2.833","16.7","5.6","44.4","16.7","5.6","11.1",".",".",".",".",".",".",".",".",".","."
"","302
003","29","3.483","41.4","27.6","17.2","13.8",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","64","3.234","28.1","23.4","29.7","10.9","4.7","3.1",".",".",".",".",".",".",".",".",".","."
"","310
001","29","3.207","24.1","24.1","24.1","24.1","3.4",".",".",".",".",".",".",".",".",".",".","."
"","310
002","30","3.150","16.7","30.0","23.3","26.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"","310
003","26","3.250","34.6","15.4","19.2","26.9","3.8",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","85","3.200","24.7","23.5","22.4","25.9","3.5",".",".",".",".",".",".",".",".",".",".","."
"","329
001","45","3.422","33.3","33.3","22.2","6.7","4.4",".",".",".",".",".",".",".",".",".",".","."
"","329
002","44","3.420","25.0","50.0","13.6","6.8","4.5",".",".",".",".",".",".",".",".",".",".","."
"","329
100","42","3.286","26.2","28.6","31.0","4.8","9.5",".",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","Course Total","131","3.378","28.2","37.4","22.1","6.1","6.1",".",".",".",".",".",".",".",".",".",".","."
"Accounting Information Systems","340
001","32","3.297","28.1","28.1","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","406
001","13","3.462","46.2","7.7","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","406
002","36","3.264","30.6","13.9","44.4",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Accounting and Analysis Report","Course Total","49","3.316","34.7","12.2","42.9","2.0","8.2",".",".",".",".",".",".",".",".",".",".","."
"Experience in Accounting","600
001","59","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pro Prac Iss-Acct, Audit & Tax","601
001","59","3.737","47.5","52.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
001","18","3.139","38.9","11.1","22.2","16.7","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","620
002","31","3.306","32.3","32.3","19.4","3.2","9.7","3.2",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Taxation","Course Total","49","3.245","34.7","24.5","20.4","8.2","8.2","2.0","2.0",".",".",".",".",".",".",".",".","."
"","621
001","20","3.350","30.0","30.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","621
002","22","3.455","36.4","27.3","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Corporate & Advanced Taxation","Course Total","42","3.405","33.3","28.6","23.8","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","30","3.517","33.3","43.3","16.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","630
002","28","3.625","53.6","21.4","21.4","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Auditing","Course Total","58","3.569","43.1","32.8","19.0","5.2",".",".",".",".",".",".",".",".",".",".",".","."
"","702
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","702
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","702
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","3","***","","","","","","","","","","","","","","","",""
"Adv Financial Reporting","706
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"International Taxation","725
001","28","3.661","53.6","25.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","730
001","40","3.650","42.5","47.5","7.5","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"","730
002","13","3.346","30.8","30.8","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Advanced Auditing","Course Total","53","3.575","39.6","43.4","11.3","3.8","1.9",".",".",".",".",".",".",".",".",".",".","."
"","740
001","26","3.712","53.8","34.6","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","740
002","49","3.469","28.6","36.7","34.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Risk, Contrl, & Forensics","Course Total","75","3.553","37.3","36.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
001","26","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
002","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Analysis of PerformanceControl","Course Total","56","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
