"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
002","52","2.275","11.5","1.9","23.1","13.5","28.8","9.6","9.6",".",".",".",".",".","1.9",".",".","."
"","112
005","56","2.445","16.1","16.1","12.5","3.6","28.6","16.1","5.4",".",".",".",".",".","1.8",".",".","."
"","112
006","54","2.491","13.0","9.3","25.9","11.1","24.1","11.1","5.6",".",".",".",".",".",".",".",".","."
"","112
007","58","2.386","10.3","12.1","15.5","22.4","15.5","17.2","5.2",".",".",".",".",".","1.7",".",".","."
"","112
008","57","2.116","8.8","8.8","7.0","21.1","26.3","15.8","10.5",".",".",".",".",".","1.8",".",".","."
"","112
009","56","2.313","7.1","5.4","25.0","17.9","23.2","17.9","3.6",".",".",".",".",".",".",".",".","."
"","112
011","41","1.890","7.3","2.4","2.4","4.9","53.7","24.4","4.9",".",".",".",".",".",".",".",".","."
"","112
013","56","2.661","16.1","14.3","14.3","21.4","21.4","12.5",".",".",".",".",".",".",".",".",".","."
"","112
014","24","2.583","20.8","8.3","25.0","8.3","16.7","16.7","4.2",".",".",".",".",".",".",".",".","."
"","112
015","56","2.472","3.6","12.5","17.9","21.4","32.1","8.9",".",".",".",".",".",".","3.6",".",".","."
"","112
030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Algebra","Course Total","512","2.366","10.9","9.6","16.6","15.4","26.8","14.6","4.9",".",".",".",".",".","1.2",".",".","."
"","113
001","59","3.086","30.5","16.9","25.4","6.8","10.2","8.5",".",".",".",".",".",".","1.7",".",".","."
"","113
002","54","3.093","33.3","20.4","22.2","5.6","9.3","5.6","3.7",".",".",".",".",".",".",".",".","."
"","113
003","54","3.123","29.6","24.1","20.4","7.4","9.3","5.6","1.9",".",".",".",".",".","1.9",".",".","."
"","113
004","58","3.377","46.6","15.5","24.1","3.4","3.4","3.4","1.7","1.7",".",".",".",".",".",".",".","."
"","113
006","59","3.237","35.6","22.0","20.3","11.9","5.1","3.4","1.7",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","284","3.185","35.2","19.7","22.5","7.0","7.4","5.3","1.8","0.4",".",".",".",".","0.7",".",".","."
"Algebra and Trigonometry","114
002","88","2.879","20.5","22.7","19.3","12.5","14.8","4.5","4.5",".",".",".",".",".","1.1",".",".","."
"Quant Reasoning&Prob Solvng","141
001","60","3.108","26.7","16.7","30.0","11.7","11.7","3.3",".",".",".",".",".",".",".",".",".","."
"","211
001","222","2.934","30.2","12.6","23.0","10.4","13.1","5.0","5.0",".",".",".",".",".","0.9",".",".","."
"","211
002","165","2.886","23.6","10.9","27.9","11.5","15.2","7.9","1.2",".",".",".",".",".","1.8",".",".","."
"Calculus","Course Total","387","2.914","27.4","11.9","25.1","10.9","14.0","6.2","3.4",".",".",".",".",".","1.3",".",".","."
"Calc/Intro-Differntl Equats","213
001","140","3.194","40.7","7.9","33.6","2.1","8.6","3.6","2.9","0.7",".",".",".",".",".",".",".","."
"Calc with Algebra & Trig II","217
001","227","2.708","18.1","13.7","28.6","11.0","13.7","8.8","5.7",".",".",".",".",".","0.4",".",".","."
"","221
001","210","2.644","18.1","7.1","27.6","8.1","24.8","11.9","1.4",".",".",".",".",".","0.5",".","0.5","."
"","221
002","183","2.846","26.2","8.7","23.5","8.2","21.9","8.2","1.1",".",".",".",".",".","1.6",".","0.5","."
"","221
003","123","2.581","18.7","8.1","23.6","7.3","29.3","7.3","5.7",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 1","Course Total","516","2.700","21.1","7.9","25.2","7.9","24.8","9.5","2.3",".",".",".",".",".","0.8",".","0.4","."
"","222
001","259","2.822","24.7","13.1","24.7","8.9","15.4","6.9","5.0",".",".",".",".",".","0.8",".","0.4","."
"","222
002","230","2.708","19.6","12.2","28.7","7.4","17.4","8.3","5.7",".",".",".",".",".","0.4","0.4",".","."
"","222
003","213","2.726","22.5","9.4","23.5","10.3","22.5","7.0","4.2",".",".",".",".",".","0.5",".",".","."
"","222
004","262","2.899","27.1","12.6","21.4","9.9","21.8","5.0","2.3",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","964","2.795","23.7","11.9","24.5","9.1","19.2","6.7","4.3",".",".",".",".",".","0.4","0.1","0.1","."
"WES Calculus Supplement","228
051","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","233","2.887","27.9","10.7","27.0","5.6","17.2","7.7","3.0",".",".",".",".",".","0.9",".",".","."
"","234
002","226","3.033","32.3","8.4","30.5","4.4","17.3","4.9","1.3",".",".",".",".",".","0.9",".",".","."
"","234
003","238","3.092","38.7","6.7","27.7","6.7","13.0","5.0","2.1",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","697","3.005","33.0","8.6","28.4","5.6","15.8","5.9","2.2",".",".",".",".",".","0.6",".",".","."
"","240
001","111","3.191","26.1","14.4","39.6","9.0","9.9",".",".",".",".",".",".",".","0.9",".",".","."
"","240
002","108","3.222","31.5","11.1","37.0","14.8","3.7","1.9",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","219","3.206","28.8","12.8","38.4","11.9","6.8","0.9",".",".",".",".",".",".","0.5",".",".","."
