"Research","Course Total","41","",".",".",".",".",".",".",".","46.3","",".",".","",".","53.7","",".",".",".","."
"","999
005","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
016","9","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Advanced Independent Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"640
ATM OCN","Dept. Total","670","3.444","47.8","18.7","10.4","6.3","4.2","2.2","0.7","4.6","",".","0.9","",".","3.3","",".","0.9",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","2.915","39.7","13.7","8.2","12.3","11.0","9.6","5.5",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","161","3.276","40.4","21.1","15.5","11.2","7.5","3.7","0.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","122","3.563","53.3","25.4","12.3","5.7","1.6","1.6",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","161","3.649","64.6","17.4","9.3","4.3","3.7",".",".",".","",".","0.6","",".",".","",".",".",".","."
"Undergraduates","","517","3.397","50.9","19.9","11.8","7.9","5.4","2.9","1.0",".","",".","0.2","",".",".","",".",".",".","."
"Special","","19","4.000","26.3",".",".",".",".",".",".","42.1","",".",".","",".",".","",".","31.6",".","."
"Graduate","","134","3.719","38.8","16.4","6.7","0.7",".",".",".","17.2","",".","3.7","",".","16.4","",".",".",".","."
"","Dept. Total","670","3.444","47.8","18.7","10.4","6.3","4.2","2.2","0.7","4.6","",".","0.9","",".","3.3","",".","0.9",".","."
