"","799
144","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt","Course Total","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt","990
036","1","***","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Read&Rsch-Oper&Info Mgt PhD","999
144","8","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","","",".",".",".","."
"238
OTM","Dept. Total","1109","3.466","43.4","29.8","16.4","4.5","4.5","0.9","0.3","0.1","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","96","3.021","19.8","25.0","24.0","10.4","16.7","4.2",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","255","3.225","30.6","24.3","23.1","8.6","9.8","2.0","0.8",".","",".",".","",".","",".","",".","0.8",".","."
"Senior","","229","3.513","42.8","32.8","14.0","6.1","3.9","0.4",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","580","3.305","33.6","27.8","19.7","7.9","8.6","1.7","0.3",".","",".",".","",".","",".","",".","0.3",".","."
"Special","","4","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","525","3.696","54.3","31.8","12.8","0.8",".",".","0.2","0.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1109","3.466","43.4","29.8","16.4","4.5","4.5","0.9","0.3","0.1","",".",".","",".","",".","",".","0.2",".","."
