"","990
095","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
097","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","111","",".",".",".",".",".",".",".","39.6","",".",".","",".","60.4",".",".",".","."
"200
BIOCHEM","Dept. Total","1490","3.563","58.3","11.8","9.9","3.7","5.7","1.1","0.3","4.0","",".",".","",".","4.6","0.5",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.941","83.3",".","8.3",".",".",".",".",".","",".",".","",".",".","8.3",".",".","."
"Sophomore","","90","3.549","70.0","8.9","12.2","3.3","4.4",".",".",".","",".",".","",".",".","1.1",".",".","."
"Junior","","343","3.443","53.9","15.5","13.1","4.4","11.4","0.9","0.3",".","",".",".","",".",".","0.6",".",".","."
"Senior","","747","3.601","64.7","13.3","9.6","4.6","5.4","1.6","0.5",".","",".",".","",".","0.1","0.3",".",".","."
"Undergraduates","","1192","3.554","62.2","13.4","10.8","4.4","7.0","1.3","0.4",".","",".",".","",".","0.1","0.5",".",".","."
"Special","","33","3.203","18.2","12.1","18.2","6.1","3.0","3.0",".","33.3","",".",".","",".",".",".",".","6.1","."
"Graduate","","263","3.755","46.0","4.6","4.9","0.4","0.4",".",".","17.9","",".",".","",".","25.5","0.4",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1490","3.563","58.3","11.8","9.9","3.7","5.7","1.1","0.3","4.0","",".",".","",".","4.6","0.5",".","0.1","."
