"EDU","","","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
272
CURRIC","1859","3.942","73.6","4.0","1.3","0.2","0.2","",".","0.2","3.2","",".","15.4","",".","0.5","1.1",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","26","3.625","80.8","11.5",".","3.8",".","",".","3.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","54","3.723","68.5","16.7","11.1","1.9","1.9","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","382","3.947","78.0","5.0","0.8","0.5",".","",".","0.3",".","",".","14.9","",".",".","0.5",".",".","."
"Senior","837","3.946","74.3","4.1","1.4",".","0.2","",".","0.1","0.1","",".","19.4","",".",".","0.4",".",".","."
"Undergraduates","1299","3.929","75.3","5.0","1.6","0.3","0.2","",".","0.2","0.1","",".","16.9","",".",".","0.4",".",".","."
"Special","24","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","536","3.980","68.3","1.7","0.6",".",".","",".",".","10.8","",".","12.7","",".","1.7","3.0",".","0.9","."
"Dept. Total","1859","3.942","73.6","4.0","1.3","0.2","0.2","",".","0.2","3.2","",".","15.4","",".","0.5","1.1",".","0.3","."
