"","990
088","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
100","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","56","",".",".",".",".",".",".",".","48.2","",".",".","",".","51.8",".",".",".","."
"192
MICROBIO","Dept. Total","1594","3.484","51.8","14.0","17.1","7.8","4.1","0.8","0.2","1.8","",".",".","",".","1.9","0.3",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","18","3.270","27.8","27.8","27.8","11.1","5.6",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","136","3.258","34.6","19.9","23.5","13.2","7.4","1.5",".",".","",".",".","",".",".",".",".",".","."
"Junior","","428","3.392","44.9","14.0","23.6","10.7","5.6","0.7",".",".","",".",".","",".",".","0.5",".",".","."
"Senior","","769","3.534","57.5","14.7","15.6","6.9","3.9","1.0","0.1",".","",".",".","",".","0.1","0.1",".",".","."
"Undergraduates","","1351","3.454","50.8","15.2","19.1","8.8","4.8","1.0","0.1",".","",".",".","",".","0.1","0.2",".",".","."
"Special","","45","3.255","35.6","13.3","20.0","11.1",".",".","4.4","4.4","",".",".","",".",".","2.2",".","8.9","."
"Graduate","","189","3.882","61.4","6.3","3.2","0.5",".",".",".","13.2","",".",".","",".","15.3",".",".",".","."
"Prof Yr 2","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","6","4.000","83.3",".",".",".",".",".",".","16.7","",".",".","",".",".",".",".",".","."
"Professionals","","9","4.000","77.8",".",".",".",".",".",".","22.2","",".",".","",".",".",".",".",".","."
"","Dept. Total","1594","3.484","51.8","14.0","17.1","7.8","4.1","0.8","0.2","1.8","",".",".","",".","1.9","0.3",".","0.3","."
