"Clinical Ethics","745","004","13","",".",".",".",".",".",".",".","100.0","",".","",".",".","",".","",".",".",".","."
"Migration and Global Health","750","003","21","",".",".",".",".",".",".",".","100.0","",".","",".",".","",".","",".",".",".","."
"Grad Studies-Medical Hist","919","002","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"452
MED HIST","","Dept. Total","246","3.589","33.3","28.0","6.1","2.0","0.8","0.4","0.8","26.8","","",".",".","",".","",".","1.6",".",".","."
"Summary by Level","","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","17","3.265","35.3","52.9",".",".",".",".","11.8","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","","29","3.500","48.3","24.1","20.7",".","3.4","3.4",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","","38","3.743","55.3","34.2","7.9",".",".",".",".","",".","",".",".","",".","",".","2.6",".",".","."
"Senior","","","89","3.607","42.7","43.8","6.7","5.6","1.1",".",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","173","3.584","45.7","39.3","8.7","2.9","1.2","0.6","1.2","",".","",".",".","",".","",".","0.6",".",".","."
"Special","","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","","6","3.786","33.3","16.7",".",".",".",".",".","",".","",".",".","",".","",".","50.0",".",".","."
"Prof Yr 1","","","12","",".",".",".",".",".",".",".","100.0","","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","","3","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 4","","","50","",".",".",".",".",".",".",".","100.0","","",".",".","",".","",".",".",".",".","."
"Professionals","","","65","",".",".",".",".",".",".",".","100.0","","",".",".","",".","",".",".",".",".","."
