"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","16388","3.432","40.4","24.0","16.7","6.5","4.2","0.8","0.4","0.3","",".","6.4","0.1","0.1","0.1","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","302","2.923","5.0","8.3","9.6","7.6","5.3","1.0",".",".","",".","62.6","0.7",".",".",".",".","."
"Sophomore","","2336","3.176","22.0","18.9","18.3","10.0","7.5","1.5","0.6",".","",".","20.9","0.2",".","0.1","0.0",".","."
"Junior","","4342","3.348","34.3","25.1","19.2","8.3","5.8","1.1","0.5","0.0","",".","5.4","0.1",".","0.0","0.0",".","."
"Senior","","5447","3.465","42.8","25.7","16.9","7.0","3.9","0.9","0.3","0.1","",".","2.3","0.1",".","0.1",".","0.0","."
"Undergraduates","","12427","3.370","35.0","23.8","17.8","8.0","5.3","1.1","0.4","0.1","",".","8.4","0.1",".","0.1","0.0","0.0","."
"Special","","193","3.238","28.5","21.8","21.8","5.2","6.7","0.5","2.6","9.3","",".","2.6",".",".","0.5",".","0.5","."
"Graduate","","3745","3.682","58.6","25.0","12.7","1.5","0.6","0.0","0.1","0.8","",".","0.2",".","0.3","0.0",".","0.1","."
"Prof Yr 2","","9","3.944","88.9","11.1",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","13","3.731","69.2","7.7","23.1",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","23","3.804","73.9","13.0","13.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","16388","3.432","40.4","24.0","16.7","6.5","4.2","0.8","0.4","0.3","",".","6.4","0.1","0.1","0.1","0.0","0.0","."
