"","990
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
068","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
071","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".",".","78.3","",".",".","",".","21.7",".",".",".","."
"490
I SY E","Dept. Total","1359","3.646","57.8","19.9","8.9","4.5","2.3","0.1","0.3","4.1","",".","1.4","",".","0.6","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.688","73.7","21.1",".",".",".",".","5.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","148","3.675","62.2","23.6","9.5","3.4","1.4",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","291","3.675","65.6","18.2","10.3","3.4","2.1",".","0.3",".","",".",".","",".",".",".",".",".","."
"Senior","","510","3.660","62.2","20.8","8.6","5.5","2.2","0.4","0.2",".","",".",".","",".",".",".","0.2",".","."
"Undergraduates","","968","3.667","63.4","20.5","9.1","4.4","2.0","0.2","0.3",".","",".",".","",".",".",".","0.1",".","."
"Special","","21","3.476","52.4","19.0","14.3",".","14.3",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","370","3.593","43.2","18.4","8.1","4.9","2.4",".","0.3","15.1","",".","5.1","",".","2.2","0.3",".",".","."
"","Dept. Total","1359","3.646","57.8","19.9","8.9","4.5","2.3","0.1","0.3","4.1","",".","1.4","",".","0.6","0.1","0.1",".","."
