"ASTRONOMY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","",""
"103","001","","169","3.354","29.6","32.0","16.0","7.7","7.1",".","0.6","7.1",".",".",".",".",".",".",".","."
"103","002","","167","2.988","15.0","29.3","16.2","23.4","9.0","2.4","1.8",".",".",".",".",".",".",".","3.0","."
"The Evolving Universe","Course Total","","336","3.168","22.3","30.7","16.1","15.5","8.0","1.2","1.2","3.6",".",".",".",".",".",".","1.5","."
"Exploration of Solar System
104","001","","172","3.699","59.9","18.6","9.9","2.9","2.3",".",".","6.4",".",".",".",".",".",".",".","."
"The Exoplanet Revolution
140","001","","29","3.429","55.2","10.3","13.8","10.3",".","6.9",".","3.4",".",".",".",".",".",".",".","."
"Life in the Universe
160","001","","51","2.850","17.6","11.8","31.4","9.8","21.6","5.9",".","2.0",".",".",".",".",".",".",".","."
"199","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"199","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"199","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"199","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Physical Universe
200","001","","46","3.565","43.5","32.6","19.6","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"The Interstellar Medium
320","001","","14","3.393","42.9","7.1","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Galaxies
330","001","","21","3.650","47.6","33.3","9.5","4.8",".",".",".",".",".",".",".",".","4.8",".",".","."
"Solar System Astrophysics
340","001","","16","3.438","37.5","25.0","31.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Astrodynamics
550","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis
691","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis
692","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","3.923","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Astrophysics II
702","001","","14","3.571","50.0","14.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interstellar Med I-Basic Procs
720","001","","24","3.625","45.8","33.3","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Astrophysics
910","001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smnar-Astrophysical Topics
920","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 195 of 480",""
