"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"","750
002","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Sm Animal Ultrasound Elective","Course Total","14","4.000","50.0",".",".",".",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"938
SURG SCI","Dept. Total","1212","3.748","57.6","4.5","7.1","0.3","1.1","",".","",".","29.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","30","4.000","16.7",".",".",".",".","",".","",".","83.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","185","3.949","94.1","2.2","3.2",".",".","",".","",".","0.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","669","3.588","47.8","7.2","11.8","0.6","1.6","",".","",".","30.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","326","3.954","60.4","0.6","0.3",".","0.6","",".","",".","38.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","1210","3.747","57.5","4.5","7.1","0.3","1.1","",".","",".","29.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1212","3.748","57.6","4.5","7.1","0.3","1.1","",".","",".","29.5","",".",".","",".","",".","",".",".",".","."
