"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","2194","3.689","65.3","13.9","9.4","2.1","2.0","0.8","0.4","2.6","0.0","1.9","",".","0.5","0.8",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","98","3.490","56.1","13.3","18.4","3.1","7.1","2.0",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","357","3.702","68.3","15.7","10.1","2.2","2.2","0.3","0.3",".",".","0.3","",".",".","0.6",".",".","."
"Junior","","537","3.683","66.3","15.1","10.8","3.5","1.7","0.6","0.2",".",".","1.1","",".",".","0.7",".",".","."
"Senior","","815","3.677","66.7","13.0","10.3","1.3","2.0","1.3","0.6","0.1",".","3.8","",".",".","0.6",".","0.1","."
"Undergraduates","","1807","3.673","66.4","14.2","10.8","2.3","2.2","0.9","0.4","0.1",".","2.1","",".",".","0.6",".","0.1","."
"Special","","32","3.768","25.0","12.5","3.1",".",".",".",".","53.1",".",".","",".",".",".",".","6.3","."
"Graduate","","353","3.844","63.7","12.7","2.5","1.7","1.1",".","0.3","11.3","0.3","0.8","",".","3.4","2.0",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","2194","3.689","65.3","13.9","9.4","2.1","2.0","0.8","0.4","2.6","0.0","1.9","",".","0.5","0.8",".","0.1","."
