"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Theory of Single Variable Calc","Course Total","89","3.112","41.6","10.1","18.0","7.9","13.5","9.0",".",".",".",".",".",".",".",".",".","."
"","431
001","31","3.145","29.0","22.6","19.4","12.9","12.9","3.2",".",".",".",".",".",".",".",".",".","."
"","431
002","32","3.016","40.6","3.1","21.9",".","31.3",".","3.1",".",".",".",".",".",".",".",".","."
"","431
003","29","2.897","34.5","3.4","13.8","17.2","24.1","6.9",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","92","3.022","34.8","9.8","18.5","9.8","22.8","3.3","1.1",".",".",".",".",".",".",".",".","."
"","435
001","12","2.875","25.0","16.7","33.3","8.3",".","8.3","8.3",".",".",".",".",".",".",".",".","."
"","435
002","16","3.406","43.8","18.8","18.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","Course Total","28","3.179","35.7","17.9","25.0","10.7","3.6","3.6","3.6",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","33","2.953","21.2","15.2","27.3","18.2","6.1","9.1",".",".",".",".",".",".",".",".","3.0","."
"Introduction to Number Theory","467
001","39","3.410","46.2","17.9","23.1","7.7","2.6",".","2.6",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","39","3.816","66.7","25.6","5.1",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"","475
001","27","3.241","40.7","7.4","29.6","11.1","7.4","3.7",".",".",".",".",".",".",".",".",".","."
"","475
002","27","3.241","44.4","11.1","14.8","14.8","11.1","3.7",".",".",".",".",".",".",".",".",".","."
"","475
003","29","3.121","27.6","6.9","41.4","10.3","13.8",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","83","3.199","37.3","8.4","28.9","12.0","10.8","2.4",".",".",".",".",".",".",".",".",".","."
"Topics in Undergrad Math","491
001","16","3.563","62.5","12.5","18.8",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","16","2.906","31.3","18.8","12.5","12.5","12.5","6.3","6.3",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","36","2.861","25.0","11.1","16.7","22.2","19.4","2.8","2.8",".",".",".",".",".",".",".",".","."
"Ordinary Differentl Equations","519
001","14","2.893","21.4","14.3","35.7","7.1","7.1","14.3",".",".",".",".",".",".",".",".",".","."
"","521
001","18","3.250","38.9","22.2","16.7","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"","521
002","39","2.934","28.2","10.3","25.6","7.7","17.9","5.1","2.6",".",".",".",".",".",".",".",".","2.6"
"","521
003","32","3.371","40.6","9.4","34.4","6.3","6.3",".",".",".",".",".",".",".",".",".","3.1","."
"","521
004","46","3.228","34.8","17.4","26.1","6.5","13.0","2.2",".",".",".",".",".",".",".",".",".","."
"Analysis I","Course Total","135","3.180","34.8","14.1","26.7","6.7","12.6","3.0","0.7",".",".",".",".",".",".",".","0.7","0.7"
"Analysis II","522
001","33","3.453","60.6","9.1","9.1",".","15.2","3.0",".",".",".",".",".",".",".","3.0",".","."
"Linear Optimization","525
001","19","3.026","26.3","15.8","31.6","10.5","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"Probability Theory","531
001","27","2.944","37.0","11.1","25.9",".","11.1","7.4","7.4",".",".",".",".",".",".",".",".","."
"Math Methods in Data Science","535
001","54","3.389","46.3","13.0","29.6","1.9","7.4",".","1.9",".",".",".",".",".",".",".",".","."
"Linear Algebra II","540
001","23","3.391","30.4","39.1","17.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"","541
001","33","3.197","36.4","9.1","33.3","6.1","12.1","3.0",".",".",".",".",".",".",".",".",".","."
"","541
002","35","2.757","31.4","17.1","11.4","8.6","11.4","11.4","8.6",".",".",".",".",".",".",".",".","."
"Modern Algebra","Course Total","68","2.971","33.8","13.2","22.1","7.4","11.8","7.4","4.4",".",".",".",".",".",".",".",".","."
"Modern Algebra","542
001","30","3.200","33.3","13.3","36.7","6.7","6.7",".","3.3",".",".",".",".",".",".",".",".","."
"Elementary Topology","551
001","44","3.558","54.5","13.6","22.7",".","6.8",".",".",".",".",".",".",".",".",".",".","2.3"
"Elem Geom & Alg Topology","552
001","15","3.571","60.0","13.3","6.7",".","13.3",".",".",".",".",".",".",".",".",".",".","6.7"
"Differential Geometry","561
001","13","3.231","30.8","30.8","23.1",".","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"Modern Number Theory","567
001","7","2.929","28.6",".","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"Analysis of PDE","619
001","26","3.346","57.7","7.7","19.2","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"Intro-Measure & Integration","629
001","13","3.625","53.8","7.7","30.8",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","632
001","17","3.469","58.8","17.6","5.9",".","5.9",".","5.9",".",".",".",".",".",".",".",".","5.9"
"July 16, 2024","","","","","","","","","","","","","","","","","","Page 296 of 480",""
