"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","4081","3.679","48.3","7.5","7.2","1.2","1.1","0.1","",".","34.4","",".",".","",".","0.2","0.1",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","12","3.806","75.0","16.7","8.3",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","35","3.829","85.7","2.9","2.9",".",".","2.9","",".","5.7","",".",".","",".",".",".",".",".","."
"Undergraduates","","52","3.828","82.7","7.7","3.8",".",".","1.9","",".","3.8","",".",".","",".",".",".",".",".","."
"Special","","16","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Graduate","","70","3.923","28.6",".","2.9",".",".",".","",".","57.1","",".",".","",".","11.4",".",".",".","."
"Prof Yr 1","","921","3.595","37.7","9.9","9.3","2.5","2.7","0.2","",".","37.5","",".",".","",".",".","0.2",".",".","."
"Prof Yr 2","","881","3.682","51.5","11.4","7.9","1.9","0.5",".","",".","26.3","",".",".","",".",".","0.5",".",".","."
"Prof Yr 3","","1237","3.591","51.3","8.8","10.3","0.6","1.2",".","",".","27.7","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","904","3.966","52.1","0.2","0.4",".","0.2",".","",".","47.0","",".",".","",".",".",".",".",".","."
"Professionals","","3943","3.674","48.4","7.7","7.3","1.2","1.2","0.1","",".","34.1","",".",".","",".",".","0.2",".",".","."
"","College Total","4081","3.679","48.3","7.5","7.2","1.2","1.1","0.1","",".","34.4","",".",".","",".","0.2","0.1",".",".","."
