"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","",""
"","990
180","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","86","",".",".",".",".",".",".",".","69.8","",".",".","",".","30.2",".",".",".","."
"412
GENETICS","Dept. Total","1292","3.624","59.4","15.3","11.3","1.5","3.7","1.2","0.2","5.0","",".",".","",".","2.0","0.2",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","3.657","57.1","21.4","17.9","3.6",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","174","3.647","67.8","14.9","9.2","1.7","3.4","2.9",".",".","",".",".","",".",".",".",".",".","."
"Junior","","286","3.559","61.9","14.3","12.6","2.8","6.3","2.1",".",".","",".",".","",".",".",".",".",".","."
"Senior","","515","3.635","64.1","15.1","14.4","1.4","3.9","0.6","0.4",".","",".",".","",".",".","0.2",".",".","."
"Undergraduates","","1003","3.616","63.9","15.1","13.1","1.9","4.4","1.4","0.2",".","",".",".","",".",".","0.1",".",".","."
"Special","","117","3.757","70.9","16.2","5.1",".","0.9","0.9",".","2.6","",".",".","",".",".",".",".","3.4","."
"Graduate","","165","3.636","26.1","17.0","4.8",".","1.8",".",".","33.9","",".",".","",".","15.8","0.6",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","6","4.000","16.7",".",".",".",".",".",".","83.3","",".",".","",".",".",".",".",".","."
"Professionals","","7","3.400","14.3",".","14.3",".",".",".",".","71.4","",".",".","",".",".",".",".",".","."
"","Dept. Total","1292","3.624","59.4","15.3","11.3","1.5","3.7","1.2","0.2","5.0","",".",".","",".","2.0","0.2",".","0.3","."
