"Research and Thesis","Course Total","19","",".",".",".",".",".",".",".","84.2","",".",".","",".","15.8",".",".",".","."
"","999
021","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
047","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"230
HDFS","Dept. Total","1252","3.737","75.3","9.9","6.3","2.3","2.4","1.0","0.6","1.7","",".",".","",".","0.2","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","3.469","55.1","15.7","18.0","2.2","5.6","3.4",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","229","3.720","75.1","10.5","7.9","2.6","2.2","1.3","0.4",".","",".",".","",".",".",".",".",".","."
"Junior","","417","3.728","77.9","8.6","7.2","1.4","3.1","0.5","1.2",".","",".",".","",".",".",".",".",".","."
"Senior","","446","3.788","80.3","10.3","3.1","3.4","1.3","1.1","0.4",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","1181","3.731","76.5","10.2","6.6","2.5","2.5","1.1","0.7",".","",".",".","",".",".",".",".",".","."
"Special","","12","4.000","50.0",".",".",".",".",".",".","41.7","",".",".","",".",".",".",".","8.3","."
"Graduate","","59","3.868","55.9","6.8","1.7",".","1.7",".",".","27.1","",".",".","",".","5.1","1.7",".",".","."
"","Dept. Total","1252","3.737","75.3","9.9","6.3","2.3","2.4","1.0","0.6","1.7","",".",".","",".","0.2","0.1",".","0.1","."
