"Ethnobotany","474
001","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Poverty and Place","578
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Soc Work in Am Indian Communit","636
001","10","3.944","80.0","10.0",".",".",".",".",".",".",".","",".",".","",".","",".","10.0",".","."
"140
AMER IND","Dept. Total","404","3.616","57.9","21.8","8.4","4.5","2.5","0.5","1.0","2.5","",".",".","",".","",".","0.5","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","115","3.423","42.6","31.3","11.3","7.8","4.3","0.9","1.7",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","148","3.683","60.8","24.3","8.1","4.1","2.7",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","65","3.750","72.3","15.4","7.7",".",".",".","1.5",".","",".",".","",".","",".","3.1",".",".","."
"Senior","","57","3.667","73.7","10.5","7.0","3.5","1.8","1.8","1.8",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","385","3.614","59.2","22.9","8.8","4.4","2.6","0.5","1.0",".","",".",".","",".","",".","0.5",".",".","."
"Special","","14","3.400","14.3",".",".","7.1",".",".",".","64.3","",".",".","",".","",".",".","7.1","7.1","."
"Graduate","","5","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","404","3.616","57.9","21.8","8.4","4.5","2.5","0.5","1.0","2.5","",".",".","",".","",".","0.5","0.2","0.2","."
