"NUCLEAR ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Intro-Nuclear Engineering
231","001","","30","3.833","80.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Nuclear Reactor Theory
405","001","","17","2.765","11.8","17.6","11.8","29.4","29.4",".",".",".",".",".",".",".",".",".",".","."
"Ionizing Radiation
408","001","","25","3.300","44.0","20.0","12.0","16.0",".","8.0",".",".",".",".",".",".",".",".",".","."
"Nuclear Reactor Design
412","001","","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"424","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"424","002","","11","3.636","27.3","72.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nuclear Materials Laboratory","Course Total","","22","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nuclear Instrumentation Lab
427","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nuclear Reactor Laboratory
428","001","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Monte Carlo Radiatn Transport
506","001","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"2-Phase Flow & Heat Transfr
520","001","","6","3.200","16.7","16.7","33.3","16.7",".",".",".",".",".",".",".",".",".",".","16.7","."
"Introduction to Plasmas
525","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Lab Course in Plasmas
526","001","","8","3.857","62.5","25.0",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Plasma Confinement&Heating
527","001","","8","3.143","25.0","25.0","12.5",".","25.0",".",".",".",".",".",".",".",".",".","12.5","."
"Radiation Damage in Metals
541","001","","14","3.500","50.0","14.3","14.3","7.1","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"Econ&Envr Aspect-Nuc Energy
571","001","","13","3.708","69.2","7.7","7.7",".","7.7",".",".",".",".",".",".",".","7.7",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Plasma Kinetic&Radiatn Proc
725","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","050","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","","16","",".",".",".",".",".",".",".","93.8",".",".",".","6.3",".",".",".","."
"890","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","027","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 158 of 480",""
