"","999
094","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
106","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
145","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading for PhD Prelims","Course Total","5","***","","","","","","","","","","","","","","","","",""
"352
ENGL","Dept. Total","4456","3.761","72.8","13.6","5.6","2.0","1.3","0.7","0.8","1.0","0.0","0.9","",".","0.7","0.5","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","579","3.741","74.3","14.9","5.4","1.6","2.1","0.5","1.2",".",".",".","",".",".","0.2",".",".","."
"Sophomore","","1199","3.773","77.4","12.3","5.3","1.4","1.3","0.7","1.1",".",".",".","",".",".","0.5",".",".","."
"Junior","","1149","3.741","71.5","16.3","6.3","2.6","0.9","0.9","0.8",".",".","0.3","",".",".","0.5",".","0.1","."
"Senior","","1175","3.762","73.6","13.1","5.5","2.4","1.4","0.7","0.7",".",".","2.0","",".",".","0.4","0.2",".","."
"Undergraduates","","4102","3.756","74.2","14.0","5.6","2.0","1.3","0.7","0.9",".",".","0.7","",".",".","0.4","0.0","0.0","."
"Special","","104","3.699","54.8","18.3","12.5","1.9","1.0",".",".","4.8",".",".","",".",".","2.9","1.0","2.9","."
"Graduate","","249","3.907","56.2","5.2","1.6","0.4","0.8",".",".","16.1","0.8","6.0","",".","12.0","0.4",".","0.4","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","4456","3.761","72.8","13.6","5.6","2.0","1.3","0.7","0.8","1.0","0.0","0.9","",".","0.7","0.5","0.1","0.1","."
