"Thesis","Course Total","8","",".",".",".",".",".",".",".","12.5","",".",".","",".","75.0","12.5",".",".","."
"","999
023","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
025","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Indep Reading & Research","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","Dept. Total","475","3.682","63.8","16.8","8.2","3.2","1.5","0.8","0.6","3.4","",".",".","",".","1.3","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.570","59.5","13.5","10.8","10.8","5.4",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","116","3.701","66.4","19.8","8.6","3.4",".","0.9","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","157","3.747","70.1","17.2","8.9","0.6","2.5","0.6",".",".","",".",".","",".",".",".",".",".","."
"Senior","","102","3.523","58.8","20.6","8.8","5.9","1.0","2.0","2.0","1.0","",".",".","",".",".",".",".",".","."
"Undergraduates","","412","3.662","65.3","18.4","9.0","3.6","1.7","1.0","0.7","0.2","",".",".","",".",".",".",".",".","."
"Special","","20","3.411","5.0","15.0","10.0",".",".",".",".","70.0","",".",".","",".",".",".",".",".","."
"Graduate","","42","4.000","78.6",".",".",".",".",".",".","2.4","",".",".","",".","14.3","4.8",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","475","3.682","63.8","16.8","8.2","3.2","1.5","0.8","0.6","3.4","",".",".","",".","1.3","0.4",".",".","."
