"TERM : 1244","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2023-2024","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
508
ITALIAN","226","3.726","65.5","14.6","8.8","4.0","0.9","0.4","",".","4.4","",".",".","",".","",".","1.3",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","13","3.615","53.8","30.8",".","15.4",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","78","3.758","69.2","17.9","10.3",".","2.6",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","43","3.617","65.1","14.0","9.3","9.3",".","2.3","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","62","3.719","66.1","14.5","12.9","4.8",".",".","",".",".","",".",".","",".","",".","1.6",".",".","."
"Undergraduates","196","3.705","66.3","16.8","10.2","4.6","1.0","0.5","",".",".","",".",".","",".","",".","0.5",".",".","."
"Special","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","26","4.000","57.7",".",".",".",".",".","",".","34.6","",".",".","",".","",".","7.7",".",".","."
"Dept. Total","226","3.726","65.5","14.6","8.8","4.0","0.9","0.4","",".","4.4","",".",".","",".","",".","1.3",".",".","."
