"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"120
LSC","","","","","","","","","","","","","","","","","","",""
"","100
001","10","3.650","70.0","10.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","100
002","8","3.688","75.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","100
003","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","12","3.708","58.3","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","13","3.500","61.5","7.7",".","7.7","15.4",".",".",".",".",".",".",".","7.7",".",".","."
"","100
008","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","7","3.071","57.1","14.3",".",".","14.3",".","14.3",".",".",".",".",".",".",".",".","."
"","100
011","6","2.833","50.0",".","16.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".","."
"","100
012","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","13","3.538","46.2","23.1","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","13","3.577","69.2","7.7","15.4",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","100
016","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Science and Storytelling","Course Total","182","3.738","76.4","11.0","5.5","1.6","3.3","0.5","1.1",".",".",".",".",".","0.5",".",".","."
"","212
001","17","3.706","82.4","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","212
002","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","16","3.531","56.3","12.5","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","212
004","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Scientific Communication","Course Total","66","3.795","83.3","6.1","6.1","1.5","1.5",".","1.5",".",".",".",".",".",".",".",".","."
"Rsrch Mthd: Commun Indstry","250
001","67","3.396","32.8","35.8","23.9","4.5",".",".","3.0",".",".",".",".",".",".",".",".","."
"Honors Independent Study","289
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Digital Video Prod","314
001","23","3.848","91.3","4.3",".",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"Print&Electronic Media Dsgn","332
001","24","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Correcting Misinfo in Science","340
001","82","3.722","65.9","17.1","12.2","1.2","2.4",".",".",".",".",".",".",".",".",".","1.2","."
"Information Radio","360
001","19","3.833","68.4","21.1","5.3",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Brand Strategy for Sciences","435
001","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"Photography for the Sciences","450
001","47","3.787","87.2","8.5",".",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"Social Media Analytics","460
001","61","3.918","88.5","8.2","1.6","1.6",".",".",".",".",".",".",".",".",".",".",".","."
"Ag Marketing NAMA","477
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culturally Responsive Sci Comm","480
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Marketing of Sciences","515
001","25","3.960","92.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Web Design for the Sciences","532
001","24","3.625","62.5","25.0","8.3",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Writing Science for the Public","561
001","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Communication-Info Age","617
001","28","3.589","67.9","14.3","3.6","10.7",".",".","3.6",".",".",".",".",".",".",".",".","."
"Risk Communication","625
001","20","3.825","75.0","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Case Studies-Com of Sci & Tech","640
001","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
