"TERM : 1244","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2023-2024","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Dept. Total
512
JOURN","1647","3.701","55.6","22.8","8.5","2.0","0.9","0.2","0.2","1.7","0.1","7.0","",".","0.5","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","",""
"Freshmen","104","3.670","56.7","27.9","9.6","2.9","1.0","1.0",".",".",".",".","",".",".","1.0",".",".","."
"Sophomore","395","3.703","61.8","21.0","7.8","2.0","1.0","0.5","0.5",".",".","4.8","",".",".","0.5",".",".","."
"Junior","483","3.690","55.5","26.1","8.1","2.3","1.0",".","0.4",".",".","6.2","",".",".","0.4",".",".","."
"Senior","564","3.705","53.9","23.0","9.8","2.0","0.7","0.2",".",".",".","10.3","",".","0.2",".",".",".","."
"Undergraduates","1546","3.697","56.6","23.8","8.7","2.1","0.9","0.3","0.3",".",".","6.9","",".","0.1","0.3",".",".","."
"Special","8","3.739","50.0","25.0","12.5",".",".",".",".","12.5",".",".","",".",".",".",".",".","."
"Graduate","93","3.828","39.8","6.5","4.3",".",".",".",".","29.0","1.1","9.7","",".","8.6","1.1",".",".","."
"Dept. Total","1647","3.701","55.6","22.8","8.5","2.0","0.9","0.2","0.2","1.7","0.1","7.0","",".","0.5","0.4",".",".","."
