"","999
061","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
062","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
063","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
069","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Independent Study","Course Total","12","3.813","91.7",".","8.3",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"240
CIV ENGR","Dept. Total","1287","3.537","49.6","18.3","16.3","3.8","3.1","0.4","0.5","6.4","",".","0.1","",".","1.4","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.581","31.3","12.5","12.5","6.3","18.8",".","18.8",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","71","3.326","32.4","28.2","25.4","5.6","7.0","1.4",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","192","3.423","45.8","20.8","18.8","7.8","5.2","0.5","1.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","628","3.540","51.6","21.2","19.1","3.8","3.5","0.5","0.3",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","907","3.487","48.5","21.5","19.4","4.9","4.4","0.6","0.8",".","",".",".","",".",".","",".",".",".","."
"Special","","29","3.517","51.7","10.3","20.7","13.8",".",".",".",".","",".",".","",".",".","",".",".","3.4","."
"Graduate","","351","3.784","52.1","10.5","8.0","0.3",".",".",".","23.6","",".","0.3","",".","5.1","",".",".",".","."
"","Dept. Total","1287","3.537","49.6","18.3","16.3","3.8","3.1","0.4","0.5","6.4","",".","0.1","",".","1.4","",".",".","0.1","."
