"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"","496","006","7","2.917","14.3","28.6","14.3","14.3",".","14.3",".",".",".",".",".",".",".","14.3",".","."
"","496","007","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","496","009","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Sociology","","Course Total","29","3.645","69.0","17.2","3.4","3.4",".","3.4",".",".",".",".",".",".",".","3.4",".","."
"Study Abroad in Sociology","497","00A","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc-Int'l Dev, Envir&Sustain","540","001","7","2.857","71.4",".",".",".",".",".","28.6",".",".",".",".",".",".",".",".","."
"Poverty and Place","578","001","16","3.667","62.5","18.8",".","6.3","6.3",".",".","6.3",".",".",".",".",".",".",".","."
"Political Sociology","624","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociology of Organizations","632","001","19","3.294","36.8","10.5","15.8","21.1","5.3",".",".","10.5",".",".",".",".",".",".",".","."
"Sociology of the Family","640","001","24","3.729","75.0","8.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Sport","647","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociology of Education","648","001","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Cap, Soc, Democ-Am 1890 on","670","002","13","3.550","46.2","7.7","15.4",".","7.7",".",".","7.7",".",".",".",".","15.4",".",".","."
"Senior Honors Thesis","682","101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","691","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692","092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Pract-Analysis & Research","693","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Measurement&Questionnaires","752","001","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Cmpartv&Hist Methods-Sociol","753","001","12","3.864","75.0","8.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"Qual Research Methods-Sociol","754","002","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Intermediate Classical Theory","773","001","18","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis W Europ Studies Sm","804","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","875","001","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","875","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","875","005","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","","Course Total","35","3.973","97.1",".","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sociological Perspectvs-Gender","904","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Political Sociology","924","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc-Econ Chng-Underdev Area","925","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Environmental Sociol","948","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Math&Stat Applications-Soc","952","001","15","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"Research: Economic Sociology","983","001","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".","12.5",".","."
"Rsch:Sociol of Gender Trainees","984","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch: Race & Ethnic Studies","987","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
