"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Intermediate Painting I","322
001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing II","332
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Responsive Web Design","333
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","334
001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","338
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","338
002","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Service Learning in Art","Course Total","","28","3.982","96.4","3.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","341
002","","7","3.357","57.1",".","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","Course Total","","12","3.208","41.7",".","25.0","25.0","8.3",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
002","","15","3.833","80.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
003","","15","3.733","80.0",".","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","346
004","","15","3.733","93.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","346
005","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Basic Graphic Design","Course Total","","68","3.838","88.2","2.9","5.9",".","1.5",".","1.5",".",".",".",".",".",".",".",".","."
"Intro to Digital Printmaking","348
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Glassworking","354
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
003","","10","3.556","50.0","20.0","10.0",".","10.0",".",".",".","10.0",".",".",".",".",".",".","."
"Photography","Course Total","","34","3.879","85.3","5.9","2.9",".","2.9",".",".",".","2.9",".",".",".",".",".",".","."
"Art Foundry","414
001","","11","3.950","81.8","9.1",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","428
001","","14","3.893","92.9",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","428
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Imaging Studio","Course Total","","29","3.948","96.6",".",".","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","429
001","","14","3.786","78.6","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","429
002","","12","3.583","83.3",".","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","429
003","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"3D Digital Studio I","Course Total","","41","3.780","82.9","7.3","4.9","2.4",".",".","2.4",".",".",".",".",".",".",".",".","."
"Graphic Design History","438
001","","41","3.671","75.6","9.8","4.9","2.4","2.4","4.9",".",".",".",".",".",".",".",".",".","."
"Artists' Books","446
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
003","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","448
007","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
010","","14","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
012","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","","Page 78 of 480"
