"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","071","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","108","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","111","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","115","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","118","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","119","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","75","",".",".",".",".",".",".",".","93.3",".",".",".","6.7",".",".",".","."
"Optimal Control&Variatnl Mthds
821","001","","18","3.694","44.4","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 133 of 480",""
