"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"","461
002","","25","3.479","28.0","44.0","16.0","8.0",".",".",".",".",".",".",".",".",".","4.0",".","."
"Topic-Ethnic&Multicultr Lit","Course Total","","40","3.667","52.5","30.0","10.0","5.0",".",".",".",".",".",".",".",".",".","2.5",".","."
"Topic in Asian American Lit","462
001","","14","3.846","71.4","14.3","7.1",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"Race & Sexuality in Amer Lit","463
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian Amer Women Writers","464
001","","9","2.944","55.6","11.1","11.1",".",".",".","22.2",".",".",".",".",".",".",".",".","."
"Comedy as Genre","475
001","","19","3.421","26.3","36.8","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"English Syntax","514
001","","12","3.250","41.7","33.3","8.3",".","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","515
001","","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","520
001","","7","3.643","71.4","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Health and the Humanities","525
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey: Theories of Drama","576
001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"TESOL: Pedagogical Grammar I","613
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Pedagogical Grammar II","614
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL:Teach Listening&Speaking","615
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Selected Topics:Afro-Am Lit","672
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","680
067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","680
069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","680
115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","680
121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Project","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","692
116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","692
144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"","695
002","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","695
004","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Directed Creative Writing","Course Total","","28","3.963","92.9",".","3.6",".",".",".",".",".",".",".",".",".","3.6",".",".","."
"","699
069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
098","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
114","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3","."
"Perspectives on Literacy","702
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Compositn Thry","706
001","","9","3.938","77.8","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Adv Eng Phonology","709
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topc-Contmp English Linguis","713
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Second Lang Acquisition","715
001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Poetry Workshop","782
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","785
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","785
141","","12","3.965","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","13","3.968","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
