"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Directed Study","Course Total","","53","3.941","94.3","3.8","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"702","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"702","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Cooperative Education","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Mobile and Wireless Networking
707","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Computational Complexity
710","001","","26","3.865","76.9","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods of Computatnl Math II
715","001","","14","3.429","85.7",".",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Nonlinear Optimization I
726","001","","12","3.591","33.3","50.0",".","8.3",".",".",".","8.3",".",".",".",".",".",".",".","."
"Integer Optimization
728","001","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Big Data Systems
744","001","","90","3.850","81.1","8.9","8.9","1.1",".",".",".",".",".",".",".",".",".",".",".","."
"Real-time Computing Systems
750","001","","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Computer Architecture I
752","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"VLSI Systems Design
755","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Computr Architecture II
757","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Machine Learning
760","001","","80","3.725","51.3","42.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mathematical Machine Learning
761","001","","23","3.739","60.9","26.1","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Security Privacy for Data Sci
763","001","","22","3.905","77.3","18.2",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"Topics-Database Mgt Systems
764","001","","23","3.652","73.9","4.3","13.0","4.3",".","4.3",".",".",".",".",".",".",".",".",".","."
"Computer Vision
766","001","","73","3.856","86.3","4.1","4.1","5.5",".",".",".",".",".",".",".",".",".",".",".","."
"Human-Computer Interaction
770","001","","65","3.931","89.2","7.7","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Bioinformatics
776","001","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Cmpr Sec & Prvcy
782","001","","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","142","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","165","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","170","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
