"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Problems: Intl Law Seminar","Course Total","49","1.130","12.2",".","12.2",".",".",".",".","26.5",".",".",".",".","4.1",".",".","."
"","928
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","928
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems- Land Law Seminar","Course Total","3","***","","","","","","","","","","","","","","","",""
"Health Law & Admin Seminar","935
001","26","0.958","7.7",".","19.2",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Problems in Family Law-Smr","939
001","9","1.778","44.4",".",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","940
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00B","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
00C","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
101","11","0.273",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
102","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
103","33","1.061","15.2",".","15.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
104","23","1.636","13.0",".","34.8",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","940
105","25","0.500","8.0",".",".",".","8.0",".",".","4.0",".",".",".",".",".",".",".","."
"","940
106","56","1.054","19.6",".","8.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
107","33","1.677","21.2",".","24.2",".",".",".",".","6.1",".",".",".",".",".",".",".","."
"","940
110","30","1.759","20.0",".","30.0",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"","940
114","53","0.500","7.5",".","3.8",".","1.9",".","1.9","9.4",".",".",".",".",".",".",".","."
"","940
115","8","1.250","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
116","58","1.377","15.5",".","15.5",".","8.6",".",".","8.6",".",".",".",".",".",".",".","."
"","940
117","7","1.833","28.6",".","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","940
118","14","0.692","7.1",".","7.1",".","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"","940
119","11","1.182","9.1",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
120","22","",".",".",".",".",".",".",".","81.8",".",".",".",".",".",".",".","18.2"
"","940
121","54","1.596","14.8",".","31.5",".",".",".",".","3.7",".",".",".",".",".",".",".","."
"","940
122","41","0.718","7.3",".","9.8",".","4.9",".",".","4.9",".",".",".",".",".",".",".","."
"","940
123","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","497","1.156","12.7",".","15.1",".","2.2",".","0.2","11.5",".",".",".",".",".",".",".","0.8"
"","950
101","27","",".",".",".",".",".",".",".","92.6",".",".",".",".",".",".",".","7.4"
"","950
102","14","",".",".",".",".",".",".",".","64.3",".",".",".",".",".",".",".","35.7"
"","950
103","58","",".",".",".",".",".",".",".","81.0",".",".",".",".",".",".",".","19.0"
"","950
104","11","",".",".",".",".",".",".",".","90.9",".",".",".",".","9.1",".",".","."
"","950
105","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
106","8","1.250","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
107","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
109","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
110","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","950
113","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
114","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
116","16","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","950
117","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","181","1.250","0.6",".","1.1",".",".",".",".","81.8",".",".",".",".","0.6",".",".","13.3"
