"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Wkshp-Ed Leadrshp & Plcy Anlys","502","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Law and Public Education","542","001","","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Field Experience-Ed Ldrship","700","001","","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Athletics Administration","710","001","","27","3.519","63.0","25.9",".","3.7",".",".","7.4",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Ldrship for Equity & Diversity","735","001","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Psych and Coaching in Sports","753","001","","29","3.611","72.4","10.3","3.4",".",".",".","6.9",".",".",".",".",".","6.9",".",".","."
"","755","001","","25","3.917","88.0",".","8.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","755","002","","15","3.615","73.3",".","6.7",".",".",".","6.7",".",".",".",".",".","13.3",".",".","."
"Coaching Athletics 2: Bell Cow","","Course Total","","40","3.811","82.5",".","7.5",".",".",".","2.5",".",".",".",".",".","7.5",".",".","."
"Issues in Educ Policy Analysis","765","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Opportunity Justice","770","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","777","001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","777","002","","17","3.853","82.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"HPE Capstone Seminar","","Course Total","","30","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field I","788","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Quant Inquiry in Educ","822","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Data Mgmt for Ed Pol Analysis","823","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld Rsch Dsgn&Meth-Ed Admin","824","001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Rsch Methods-Ed Admin","825","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Leadershp-Inclusive Schling","835","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840","002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public School Law","","Course Total","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Foundations of Spec Ed","842","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Technology Leadership","844","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mobility Inclusion Global HE","856","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org Theory&Behavior in Educ","860","001","","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".","6.7",".","."
"The Politics of Education","870","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory&Practice-Ed Planning","875","001","","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".",".","33.3",".","."
"College Identity & Development","883","001","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leader Stud Abrd Intl Stdt Svc","885","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assessment in Higher Education","888","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appl Rsch in Ed Admin","890","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","900","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","900","002","","14","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Internship in Ed Admin","","Course Total","","16","4.000","81.3",".",".",".",".",".",".",".",".",".",".",".","18.8",".",".","."
"","940","002","","22","3.976","90.9","4.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".","."
"","940","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","","","Page 96 of 480"
