"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","","",""
"","991
016","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","991
022","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","10","",".",".",".",".",".","",".",".","50.0","",".",".","",".","50.0","",".",".",".","."
"888
SLAVIC","Dept. Total","231","3.684","70.6","6.9","6.1","4.3","1.7","",".","1.7","6.5","",".",".","",".","2.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.944","44.4",".","22.2","11.1","11.1","",".","11.1",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","36","3.630","66.7","13.9","8.3","5.6","5.6","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","62","3.669","75.8","8.1","8.1","4.8",".","",".","3.2",".","",".",".","",".",".","",".",".",".","."
"Senior","","74","3.745","78.4","8.1","4.1","5.4","1.4","",".","1.4","1.4","",".",".","",".",".","",".",".",".","."
"Undergraduates","","181","3.647","73.5","8.8","7.2","5.5","2.2","",".","2.2","0.6","",".",".","",".",".","",".",".",".","."
"Special","","10","4.000","10.0",".",".",".",".","",".",".","90.0","",".",".","",".",".","",".",".",".","."
"Graduate","","40","3.951","72.5",".","2.5",".",".","",".",".","12.5","",".",".","",".","12.5","",".",".",".","."
"","Dept. Total","231","3.684","70.6","6.9","6.1","4.3","1.7","",".","1.7","6.5","",".",".","",".","2.2","",".",".",".","."
