"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3665","3.681","65.2","14.6","9.4","4.2","1.9","0.4","0.1","2.3","",".","1.8","",".","0.2","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.846","85.7","4.8","4.8","4.8",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","69","3.598","73.9","5.8","10.1","4.3","1.4","4.3",".",".","",".",".","",".",".",".",".",".","."
"Junior","","105","3.505","58.1","12.4","16.2","5.7","5.7","1.9",".",".","",".",".","",".",".",".",".",".","."
"Senior","","233","3.608","62.2","15.0","12.9","6.0","3.0","0.4",".",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","428","3.593","64.3","12.4","12.9","5.6","3.3","1.4",".",".","",".",".","",".",".","0.2",".",".","."
"Special","","84","3.868","77.4","7.1","2.4","2.4",".",".",".","9.5","",".",".","",".",".",".",".","1.2","."
"Graduate","","551","3.828","60.6","8.9","3.3","0.5","0.4","0.4","0.5","13.6","",".","10.7","",".","1.1",".",".",".","."
"Prof Yr 1","","667","3.489","54.7","20.2","13.9","6.1","3.3","0.6",".",".","",".","0.9","",".",".","0.1",".",".","."
"Prof Yr 2","","712","3.586","60.4","19.2","13.6","5.2","1.3","0.1",".",".","",".",".","",".",".",".",".","0.1","."
"Prof Yr 3","","927","3.626","70.4","14.7","8.2","4.4","2.3",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","296","3.937","90.5","6.4","1.4","1.7",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2602","3.667","65.9","16.4","10.4","4.8","2.0","0.2",".",".","",".","0.2","",".",".","0.0",".","0.0","."
"","College Total","3665","3.681","65.2","14.6","9.4","4.2","1.9","0.4","0.1","2.3","",".","1.8","",".","0.2","0.1",".","0.1","."
