"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","19","3.263","36.8","21.1","21.1",".","21.1",".",".",".",".",".",".",".",".",".",".","."
"","101
002","23","3.196","43.5","8.7","21.7","13.0","4.3","8.7",".",".",".",".",".",".",".",".",".","."
"","101
003","22","3.114","31.8","13.6","18.2","27.3","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","101
004","21","3.095","42.9","19.0","14.3","9.5",".","4.8","9.5",".",".",".",".",".",".",".",".","."
"","101
005","22","3.273","50.0","9.1","18.2","9.1","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","101
006","24","3.042","29.2","8.3","29.2","8.3","25.0",".",".",".",".",".",".",".",".",".",".","."
"","101
007","19","2.605","15.8","10.5","15.8","15.8","36.8",".","5.3",".",".",".",".",".",".",".",".","."
"First Semester Spanish","Course Total","150","3.090","36.0","12.7","20.0","12.0","14.0","2.7","2.7",".",".",".",".",".",".",".",".","."
"","102
001","24","3.292","45.8","12.5","16.7","12.5","8.3","4.2",".",".",".",".",".",".",".",".",".","."
"","102
002","24","3.375","33.3","33.3","25.0",".","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","102
003","23","3.250","47.8","13.0","8.7","8.7","8.7","8.7",".","4.3",".",".",".",".",".",".",".","."
"","102
004","24","3.333","37.5","20.8","20.8","12.5","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
005","23","3.522","39.1","30.4","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","118","3.355","40.7","22.0","19.5","7.6","5.9","3.4",".","0.8",".",".",".",".",".",".",".","."
"","203
001","14","3.357","57.1",".","21.4",".","21.4",".",".",".",".",".",".",".",".",".",".","."
"","203
002","23","3.739","73.9","8.7","13.0",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"","203
003","23","3.413","34.8","30.4","26.1",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","203
004","22","3.568","54.5","18.2","18.2","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","203
005","23","3.435","39.1","17.4","34.8","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.313","37.5","16.7","29.2","4.2","12.5",".",".",".",".",".",".",".",".",".",".","."
"","203
007","21","3.167","23.8","14.3","42.9","9.5","9.5",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","150","3.433","45.3","16.0","26.7","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","204
001","9","3.611","44.4","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","17","3.765","70.6","11.8","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","20","3.475","45.0","15.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","21","3.667","61.9","23.8","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","204
005","16","3.438","43.8","12.5","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","204
006","17","3.382","64.7","5.9",".",".","29.4",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","100","3.555","56.0","16.0","18.0","3.0","7.0",".",".",".",".",".",".",".",".",".",".","."
"Latinx Border and Migration","215
001","25","3.565","60.0","4.0","16.0","4.0","8.0",".",".",".",".",".",".",".",".",".","8.0","."
"Intro to Latinx Cultures","222
001","67","3.866","85.1","7.5","4.5","1.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","224
001","93","3.591","58.1","16.1","16.1","5.4","4.3",".",".",".",".",".",".",".",".",".",".","."
"Linguistic Study of Spanish","225
001","93","3.430","38.7","29.0","21.5","5.4","4.3",".","1.1",".",".",".",".",".",".",".",".","."
"","226
001","9","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","14","3.714","64.3","21.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","13","3.692","61.5","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","9","3.611","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","24","3.750","83.3",".","12.5",".",".","4.2",".",".",".",".",".",".",".",".",".","."
"","226
007","23","3.022","26.1","21.7","21.7","8.7","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","226
008","15","3.633","60.0","20.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","117","3.564","59.0","15.4","15.4","5.1","3.4","0.9","0.9",".",".",".",".",".",".",".",".","."
