"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Methds&Matls-Early Childhd Edu
550","001","","100","3.940","91.0","7.0","1.0","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Pract-Teach Soc Studies
559","001","","27","3.940","81.5","11.1",".",".",".",".",".",".",".",".",".",".","7.4",".",".","."
"Topics in Game Design
576","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Pract-Teaching Science
590","001","","12","3.909","83.3",".","8.3",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Adv Prac-Tch Engl Secn Schl
596","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"620","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"620","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","Course Total","","2","***","","","","","","","","","","","","","","","",""
"630","006","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"630","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"630","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Dev School & Community","Course Total","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"674","001","","34","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"674","002","","31","3.983","90.3","3.2",".",".",".",".",".",".",".",".",".",".","6.5",".",".","."
"Adv Methods in Teaching ESL","Course Total","","65","3.992","92.3","1.5",".",".",".",".",".",".",".",".",".",".","3.1",".","3.1","."
"675","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","004","","27","3.963","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"675","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Seminar","Course Total","","70","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bilingualism&Biliteracy-Schls
676","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading
699","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Sociocultural Theory
702","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Curriculum Planning
704","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research
719","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internationalizing Ed Knowldg
727","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Public Engagement with Science
733","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Perspectvs-Multicultrl Educ
744","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"747","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"747","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Capstone Seminar","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Sex/Gender-Related Iss in C&I
760","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Qual Rsch Mthds-Educ: Field I
788","001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
