"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","16733","3.777","76.1","8.3","5.0","1.8","1.6","0.6","0.5","2.4","0.0","2.8","0.0","0.3","0.5","0.1","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","811","3.710","75.6","10.7","6.3","2.8","1.8","0.9","1.2",".",".",".",".",".","0.6",".",".","."
"Sophomore","","2447","3.737","77.6","10.3","6.3","2.7","1.9","0.4","0.6",".",".",".",".",".","0.2","0.0",".","."
"Junior","","3752","3.723","76.3","9.5","6.4","2.2","2.3","0.8","0.7","0.0",".","1.5",".",".","0.2","0.1",".","."
"Senior","","6280","3.770","77.3","8.9","5.4","1.8","1.8","0.8","0.4","0.1",".","3.0",".",".","0.4","0.0",".","."
"Undergraduates","","13290","3.748","77.0","9.5","5.9","2.1","2.0","0.7","0.6","0.1",".","1.9",".",".","0.3","0.0",".","."
"Special","","277","3.723","45.5","8.3","4.7","0.7","1.1","0.4","0.7","31.0",".","4.3",".",".",".","1.1","2.2","."
"Graduate","","3150","3.937","75.0","3.3","1.6","0.2","0.1",".","0.3","9.5","0.0","6.9","0.0","1.4","1.3","0.1","0.3","."
"Prof Yr 1","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 2","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","12","3.909","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","20","3.940","95.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","16737","3.777","76.1","8.3","5.0","1.8","1.6","0.6","0.5","2.4","0.0","2.8","0.0","0.3","0.5","0.1","0.1","."
