"","999
068","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
075","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
079","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","13","3.971","84.6","7.7",".",".",".",".",".",".",".",".","",".",".","7.7",".",".","."
"156
ANTHRO","Dept. Total","1949","3.631","61.0","15.3","14.1","2.2","2.8","1.0","0.6","1.9","0.1",".","",".","0.4","0.4","0.1","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","289","3.440","50.9","17.6","18.3","3.8","5.9","2.4","1.0",".",".",".","",".",".",".",".",".","."
"Sophomore","","823","3.687","67.4","14.3","12.5","2.3","2.2","0.6","0.5",".",".",".","",".",".",".",".",".","0.1"
"Junior","","434","3.597","58.3","18.0","16.4","2.3","2.5","1.2","0.7",".",".",".","",".",".","0.7",".",".","."
"Senior","","289","3.656","63.0","15.9","15.6","1.0","2.8","0.7","0.3",".",".",".","",".","0.3","0.3",".",".","."
"Undergraduates","","1835","3.622","62.0","16.0","14.8","2.3","2.9","1.0","0.6",".",".",".","",".","0.1","0.2",".",".","0.1"
"Special","","31","3.722","16.1","9.7","3.2",".",".",".",".","45.2",".",".","",".",".","3.2","3.2","19.4","."
"Graduate","","82","3.953","56.1","3.7","1.2",".",".",".",".","26.8","1.2",".","",".","7.3","3.7",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1949","3.631","61.0","15.3","14.1","2.2","2.8","1.0","0.6","1.9","0.1",".","",".","0.4","0.4","0.1","0.3","0.1"
