"","990
040","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
041","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","61","",".",".",".",".",".",".",".","91.8","1.6",".","",".","6.6",".",".",".","."
"220
CBE","Dept. Total","951","3.349","37.2","18.2","17.1","7.8","4.9","1.6","0.3","11.8","0.1",".","",".","0.4","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","18","3.041","33.3","16.7","16.7","33.3",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","138","3.132","33.3","22.5","18.1","9.4","10.9","5.1","0.7",".",".",".","",".",".",".",".",".","."
"Senior","","596","3.365","42.6","20.8","19.6","9.2","5.4","1.3","0.3",".",".",".","",".",".","0.7",".",".","."
"Undergraduates","","759","3.317","40.8","21.2","19.1","9.7","6.2","2.0","0.4",".",".",".","",".",".","0.5",".",".","."
"Special","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","224","3.679","34.8","4.9","7.6",".",".",".",".","50.0","0.4",".","",".","1.8",".","0.4",".","."
"","Dept. Total","985","3.349","39.4","17.6","16.5","7.5","4.8","1.5","0.3","11.4","0.1",".","",".","0.4","0.4","0.1",".","."
