"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"100","001","","18","3.611","83.3",".","5.6",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"100","003","","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","008","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"100","010","","19","3.969","78.9","5.3",".",".",".",".",".",".",".",".",".",".","15.8",".",".","."
"100","012","","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","014","","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","015","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","016","","18","3.611","61.1","33.3",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"100","017","","18","3.694","83.3","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"100","019","","18","3.722","61.1","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","020","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","021","","18","3.861","77.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","022","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","024","","19","3.421","63.2","10.5","5.3",".","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"100","025","","18","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","027","","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","028","","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","029","","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","032","","18","3.611","61.1","22.2",".","11.1","5.6",".",".",".",".",".",".",".",".",".",".","."
"100","035","","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","037","","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","038","","19","3.139","63.2","5.3",".",".","10.5","5.3","10.5",".",".",".",".",".","5.3",".",".","."
"100","039","","19","3.868","84.2","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","041","","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","042","","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","043","","19","3.737","63.2","21.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","044","","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","045","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","048","","18","3.778","72.2","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","049","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","050","","14","3.857","85.7","7.1",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"100","051","","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","052","","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","053","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","054","","19","3.237","63.2","10.5","5.3","5.3",".","5.3","10.5",".",".",".",".",".",".",".",".","."
"100","055","","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","056","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","057","","19","3.395","57.9","21.1",".","5.3","5.3","10.5",".",".",".",".",".",".",".",".",".","."
"100","059","","19","3.711","78.9","5.3","5.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"100","060","","18","3.861","83.3","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"100","062","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"100","063","","18","3.528","61.1","27.8",".",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"100","064","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","","","","","","","","","","","","","","","","","","","Page 238 of 480",""
