"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","",""
"Biology & Society, 1950-Today","133","001","106","3.284","22.6","29.2","18.9","14.2","4.7",".",".",".",".",".",".",".",".",".","10.4","."
"Making of Modern Science","202","001","80","3.636","32.5","32.5","6.3","1.3","1.3",".",".","25.0",".",".",".",".","1.3",".",".","."
"","211","001","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211","002","14","3.714","92.9",".",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"The Historian's Craft (HSMT)","","Course Total","27","3.722","70.4","25.9",".",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"Bodies, Diseases, and Healers","212","001","46","3.779","47.8","19.6","6.5",".",".",".",".","26.1",".",".",".",".",".",".",".","."
"Glbl Envir Hlth:Interdis Intro","213","001","48","3.989","95.8","2.1",".",".",".",".",".",".",".",".",".",".","2.1",".",".","."
"Sci Revol:Copernicus-Newton","323","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Science, Medicine&Religion","331","001","7","3.286","14.3","57.1",".","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","350","001","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","350","002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Hist of Science","","Course Total","15","3.867","80.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dev Public Health-America","509","001","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Geologic Thought","514","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Health and the Humanities","525","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Women & Health-Amer History","531","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Childbirth in the US","537","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Studies in Early Modern Sci","623","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Studies-Medical Hist","919","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","104","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","9","",".",".",".",".",".",".",".","88.9",".",".",".","11.1",".",".",".","."
"","999","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","114","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","3","***","","","","","","","","","","","","","","","",""
