"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7721","3.809","38.3","9.4","2.6","0.3","0.2","0.0","0.1","41.1","0.1","6.0","",".","1.1","0.2",".","0.4","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.421","50.0","37.5","4.2",".",".",".","8.3",".",".",".","",".",".",".",".",".","."
"Sophomore","","167","3.783","76.6","12.6","7.2","0.6","1.8","0.6",".",".",".",".","",".",".",".",".","0.6","."
"Junior","","394","3.835","79.2","12.7","4.8","0.8","0.8",".","0.3",".",".",".","",".",".","0.3",".","1.3","."
"Senior","","813","3.823","78.7","12.9","5.4","1.0","0.9","0.1","0.4","0.1",".",".","",".",".",".",".","0.5","."
"Undergraduates","","1398","3.814","78.1","13.2","5.4","0.9","0.9","0.1","0.4","0.1",".",".","",".",".","0.1",".","0.7","."
"Special","","109","3.944","74.3","3.7","1.8",".",".",".",".","11.0",".",".","",".",".","6.4",".","2.8","."
"Graduate","","1928","3.831","50.9","10.3","3.7","0.4","0.1",".",".","26.3","0.2","2.7","",".","4.3","0.3",".","0.8","."
"Prof Yr 1","","1227","3.715","30.2","17.3","2.6","0.3",".",".",".","31.9","0.2","17.2","",".",".","0.2",".",".","."
"Prof Yr 2","","614","3.812","39.9","11.6","2.0","0.2",".",".",".","28.3","0.5","15.8","",".",".",".",".",".","1.8"
"Prof Yr 3","","991","4.000","2.0",".",".",".",".",".",".","89.7",".","8.1","",".",".","0.2",".",".","."
"Prof Yr 4","","1500","3.842","14.3","3.7","0.5","0.1","0.1",".",".","80.1",".","1.3","",".",".",".",".",".","."
"Professionals","","4332","3.779","19.6","7.8","1.2","0.2","0.0",".",".","61.3","0.1","9.4","",".",".","0.1",".",".","0.3"
"","College Total","7767","3.809","38.7","9.3","2.6","0.3","0.2","0.0","0.1","40.9","0.1","5.9","",".","1.1","0.2",".","0.4","0.1"
