"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","11640","3.599","59.0","13.9","10.8","4.0","3.4","0.9","0.3","4.1","0.0","0.8","",".","2.3","0.3","0.0","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","510","3.631","66.9","12.0","9.6","5.1","3.1","1.2","0.4",".",".","1.0","",".",".","0.8",".",".","."
"Sophomore","","1592","3.614","65.2","13.7","10.1","4.5","3.6","0.8","0.8","0.1",".","1.1","",".",".","0.3",".",".","."
"Junior","","2581","3.507","57.1","15.7","13.9","5.2","5.7","1.5","0.3","0.1",".","0.2","",".",".","0.2",".",".","."
"Senior","","4645","3.606","62.4","15.8","11.9","4.3","3.4","1.0","0.3","0.2",".","0.0","",".","0.1","0.3","0.1","0.0","."
"Undergraduates","","9328","3.581","61.7","15.2","12.0","4.6","4.1","1.1","0.4","0.2",".","0.3","",".","0.1","0.3","0.0","0.0","."
"Special","","284","3.559","50.0","16.2","9.5","3.2","1.1","0.7","0.7","12.0",".",".","",".",".","1.1","0.4","5.3","."
"Graduate","","2007","3.765","47.6","7.8","5.0","0.9","0.6","0.0","0.0","21.2","0.1","3.1","",".","13.3","0.2",".","0.0","."
"Prof Yr 2","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","17","4.000","52.9",".",".",".",".",".",".","47.1",".",".","",".",".",".",".",".","."
"Professionals","","21","3.857","52.4",".","4.8",".",".",".",".","42.9",".",".","",".",".",".",".",".","."
"","College Total","11640","3.599","59.0","13.9","10.8","4.0","3.4","0.9","0.3","4.1","0.0","0.8","",".","2.3","0.3","0.0","0.2","."
