"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","852
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","58","",".",".",".",".",".",".",".","98.3",".",".",".",".",".",".",".","1.7"
"","854
101","15","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","854
102","13","",".",".",".",".",".",".",".","84.6",".",".",".",".",".",".",".","15.4"
"","854
103","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
104","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
105","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
106","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
107","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
108","16","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
109","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
110","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
111","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","854
112","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
113","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
114","64","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
115","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
116","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
117","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
118","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
119","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
121","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
122","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
123","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","246","",".",".",".",".",".",".",".","93.9",".",".",".",".",".",".",".","6.1"
"Advanced Criminal Procedure","860
001","6","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"Institutionalized Persons","862
001","15","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"International Tax","870
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"International Trade Law","871
001","20","1.100","10.0",".","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","84","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","49","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","88","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","26","1.429","23.1",".","7.7",".",".",".",".","19.2",".",".",".",".",".",".",".","."
"","915
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","915
004","14","2.769","57.1",".","7.1",".",".","7.1",".","7.1",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","Course Total","18","2.769","44.4",".","5.6",".",".","5.6",".","27.8",".",".",".",".",".",".",".","."
"","918
001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","918
004","16","1.467","25.0",".","12.5",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","918
005","11","0.333",".",".","9.1",".",".",".",".","9.1",".",".",".",".","9.1",".",".","."
"","918
006","11","1.700","18.2",".","27.3",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","918
00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
