"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"Genetics in the News
133","001","","321","3.767","71.3","16.5","7.8","1.6","0.9","0.9",".",".",".",".",".",".",".",".","0.9","."
"299","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","143","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","144","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","147","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","32","3.971","96.9",".","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","001","","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","23","3.887","91.3",".","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ
399","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles of Genetics
466","001","","173","2.858","19.7","10.4","35.3","3.5","21.4","6.9","0.6","2.3",".",".",".",".",".",".",".","."
"General Genetics 2
468","001","","102","3.721","69.6","15.7","9.8","2.9","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"Advanced Laboratory Procedures
471","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurogenetics
520","001","","61","3.658","57.4","23.0","11.5","4.9","1.6",".",".",".",".",".",".",".",".",".","1.6","."
"522","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"522","002","","11","3.818","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Communicating Evolutionary Bio","Course Total","","17","3.844","88.2","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Dev Gen for Conserv Regen
527","001","","38","3.921","86.8","10.5","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"545","001","","11","3.773","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"545","002","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","23","3.848","78.3","13.0","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomic Revolution
548","001","","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomics & Proteomics
564","001","","18","3.694","72.2","11.1","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"Advanced Genetics
566","001","","35","3.985","94.3","2.9",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"The Central Nervous System
568","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Breast
569","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Gastrointestinal System
574","001","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Miscellaneous Systems
575","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
