"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","Dept. Total","552","3.771","74.5","14.1","6.9","1.6","0.9","",".","0.9","0.7","",".",".","",".","",".","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.629","68.6","14.3","5.7","8.6",".","",".","2.9",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","126","3.820","79.4","10.3","4.0","2.4","2.4","",".",".",".","",".",".","",".","",".","",".","1.6",".","."
"Junior","","189","3.811","75.7","15.9","6.9","0.5","0.5","",".","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","","193","3.720","71.5","15.5","9.3","1.0","0.5","",".","1.6","0.5","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","543","3.768","74.6","14.4","7.0","1.7","0.9","",".","0.9","0.2","",".",".","",".","",".","",".","0.4",".","."
"Special","","7","4.000","57.1",".",".",".",".","",".",".","42.9","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","552","3.771","74.5","14.1","6.9","1.6","0.9","",".","0.9","0.7","",".",".","",".","",".","",".","0.4",".","."
