"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","15039","3.526","49.8","19.2","13.0","5.2","3.4","0.9","0.4","5.9","0.0","1.0","",".","0.9","0.2","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","251","3.253","53.8","16.3","10.0","6.4","6.4","2.4","2.8",".",".",".","",".",".","0.4","1.6",".","."
"Sophomore","","1600","3.474","59.4","16.0","10.6","6.4","4.5","1.6","1.1",".",".","0.1","",".",".","0.1","0.4",".","."
"Junior","","3343","3.428","50.1","20.6","15.8","6.8","4.7","1.1","0.4",".",".","0.2","",".",".","0.1","0.1",".","."
"Senior","","6801","3.531","52.5","21.6","14.9","5.6","3.4","0.9","0.3","0.0",".","0.5","",".",".","0.3","0.0","0.0","."
"Undergraduates","","11995","3.492","52.8","20.5","14.4","6.0","4.0","1.1","0.5","0.0",".","0.3","",".",".","0.2","0.1","0.0","."
"Special","","201","3.540","49.8","21.9","13.9","8.0","2.0",".","0.5","3.0",".",".","",".",".",".",".","1.0","."
"Graduate","","3278","3.729","42.2","11.8","5.8","1.3","0.7","0.0","0.1","29.7","0.2","3.3","",".","4.3","0.3","0.1","0.2","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","6","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"Professionals","","7","",".",".",".",".",".",".",".","100.0",".",".","",".",".",".",".",".","."
"","College Total","15481","3.526","50.5","18.7","12.6","5.1","3.3","0.8","0.4","6.4","0.0","1.0","",".","0.9","0.2","0.1","0.1","."
