"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","Dept. Total","3153","3.523","46.1","23.0","11.1","5.1","3.6","0.9","1.0","4.5","0.1","4.1","0.1","",".","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","270","3.462","41.9","33.3","10.0","8.9","4.1","1.1","0.7",".",".",".",".","",".",".",".",".","."
"Sophomore","","707","3.551","52.5","24.9","12.2","5.4","2.5","1.3","1.0",".",".",".",".","",".","0.3",".",".","."
"Junior","","763","3.515","50.1","25.2","12.2","6.2","4.1","0.9","1.0",".",".","0.1",".","",".","0.3",".",".","."
"Senior","","1138","3.487","42.4","22.5","12.3","4.0","4.6","0.9","1.1","0.1",".","11.3","0.2","",".","0.2","0.3",".","."
"Undergraduates","","2878","3.509","46.9","24.8","12.0","5.4","3.9","1.0","1.0","0.0",".","4.5","0.1","",".","0.2","0.1",".","."
"Special","","73","3.396","11.0","12.3","2.7","8.2",".",".",".","65.8",".",".",".","",".",".",".",".","."
"Graduate","","199","3.966","46.7","1.0","1.0",".",".",".",".","47.2","1.0",".",".","",".","3.0",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","Dept. Total","3153","3.523","46.1","23.0","11.1","5.1","3.6","0.9","1.0","4.5","0.1","4.1","0.1","",".","0.4","0.1",".","."
