"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"","317
003","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sensors Laboratory","Course Total","30","3.917","90.0","3.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","330
001","63","3.325","44.4","15.9","15.9","11.1","11.1","1.6",".",".",".",".",".",".",".",".",".","."
"","330
002","27","3.333","29.6","29.6","25.9","7.4","7.4",".",".",".",".",".",".",".",".",".",".","."
"Signals and Systems","Course Total","90","3.328","40.0","20.0","18.9","10.0","10.0","1.1",".",".",".",".",".",".",".",".",".","."
"State Space System Analysis","334
001","23","3.152","52.2","8.7","4.3","4.3","21.7","8.7",".",".",".",".",".",".",".",".",".","."
"Microelectronic Devices","335
001","35","3.171","34.3","14.3","20.0","20.0","8.6","2.9",".",".",".",".",".",".",".",".",".","."
"","340
001","66","3.742","62.1","25.8","10.6","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","340
002","52","3.314","23.1","46.2","9.6","15.4","1.9",".","1.9",".",".",".",".",".","1.9",".",".","."
"Electronic Circuits I","Course Total","118","3.556","44.9","34.7","10.2","7.6","0.8",".","0.8",".",".",".",".",".","0.8",".",".","."
"Electronic Circuits II","342
001","79","3.652","73.4","1.3","17.7","2.5","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"","352
001","122","3.335","34.4","25.4","19.7","11.5","8.2",".",".",".",".",".",".",".","0.8",".",".","."
"","352
002","25","3.500","44.0","24.0","20.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","147","3.363","36.1","25.2","19.7","11.6","6.8",".",".",".",".",".",".",".","0.7",".",".","."
"Intro to Microprocessor Sys","353
001","82","3.415","43.9","25.6","14.6","3.7","11.0","1.2",".",".",".",".",".",".",".",".",".","."
"","354
001","62","3.226","24.2","21.0","32.3","21.0","1.6",".",".",".",".",".",".",".",".",".",".","."
"","354
002","46","3.043","21.7","15.2","26.1","28.3","6.5","2.2",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","108","3.148","23.1","18.5","29.6","24.1","3.7","0.9",".",".",".",".",".",".",".",".",".","."
"Electromech Energy Conversn","355
002","47","3.383","36.2","27.7","17.0","14.9","4.3",".",".",".",".",".",".",".",".",".",".","."
"","370
001","18","3.806","83.3","5.6",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","18","3.806","72.2","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","53","3.858","83.0","9.4","3.8","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","96","2.958","27.1","14.6","22.9","8.3","21.9","3.1","2.1",".",".",".",".",".",".",".",".","."
"Elec&Elec-mech Power Conver","377
001","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
040","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
066","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
