"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","",""
"","699
009","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"Directed Study","Course Total","6","4.000","100.0",".",".",".",".","",".","",".",".","",".",".",".","",".",".",".",".","."
"Global Studies Seminar","720
001","1","***","","","","","","","","","","","","",".",".",".","",".",".",".","."
"504
INTL ST","Dept. Total","330","3.733","55.8","17.9","5.2","1.8","1.8","",".","",".","0.6","",".","14.8","0.3","",".","1.5","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.527","35.0","15.0","10.0","10.0",".","",".","",".",".","",".","20.0",".","",".","10.0",".",".","."
"Sophomore","","70","3.649","41.4","24.3","2.9","1.4","4.3","",".","",".",".","",".","25.7",".","",".",".",".",".","."
"Junior","","81","3.766","51.9","23.5","3.7",".","1.2","",".","",".",".","",".","17.3",".","",".","2.5",".",".","."
"Senior","","137","3.833","72.3","10.2","5.1","0.7","1.5","",".","",".","0.7","",".","8.0","0.7","",".","0.7",".",".","."
"Undergraduates","","308","3.750","57.5","17.2","4.5","1.3","1.9","",".","",".","0.3","",".","15.3","0.3","",".","1.6",".",".","."
"Special","","18","3.345","16.7","33.3","16.7","11.1",".","",".","",".","5.6","",".","11.1",".","",".",".","5.6",".","."
"Graduate","","4","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","Dept. Total","330","3.733","55.8","17.9","5.2","1.8","1.8","",".","",".","0.6","",".","14.8","0.3","",".","1.5","0.3",".","."
